accession,domain_number,subaccession,domain_begin,domain_end
PF06668,ITI_HC_C,K7E8F2,735,922
PF06668,ITI_HC_C,G1KH79,692,880
PF06668,ITI_HC_C,A0A803T9A6,657,845
PF06668,ITI_HC_C,H3A4G6,101,289
PF06668,ITI_HC_C,W5NB30,663,850
PF06668,ITI_HC_C,E7FCH6,696,883
PF06668,ITI_HC_C,I3KWY5,679,866
PF06668,ITI_HC_C,G3P4Z3,651,838
PF06668,ITI_HC_C,H3D0L7,645,828
PF06668,ITI_HC_C,H2LUE1,701,888
PF06668,ITI_HC_C,H3C6N1,30,217
PF06668,ITI_HC_C,F6QW56,815,1000
PF06668,ITI_HC_C,H2ZPD1,59,242
PF06668,ITI_HC_C,G1KLL3,1027,1213
PF06668,ITI_HC_C,F6PM26,1052,1236
PF06668,ITI_HC_C,G3H7S9,786,967
PF06668,ITI_HC_C,H3AK19,814,1008
PF06668,ITI_HC_C,H3ARB8,694,873
PF06668,ITI_HC_C,F7A9Q5,672,866
PF06668,ITI_HC_C,L5L0I7,399,593
PF06668,ITI_HC_C,F6PLU2,736,924
PF06668,ITI_HC_C,F7DLX6,599,795
PF06668,ITI_HC_C,H0YV31,725,920
PF06668,ITI_HC_C,G1KDB4,734,930
PF06668,ITI_HC_C,W5KEN7,716,915
PF06668,ITI_HC_C,I3KN78,681,863
PF06668,ITI_HC_C,H3D524,641,815
PF06668,ITI_HC_C,G3Q9J2,765,947
PF06668,ITI_HC_C,M3ZLC1,748,933
PF06668,ITI_HC_C,W5NF87,643,840
PF06668,ITI_HC_C,Q496Y6,731,917
PF06668,ITI_HC_C,W5NF90,743,929
PF06668,ITI_HC_C,H3C9B7,9,195
PF06668,ITI_HC_C,H2MRT2,729,915
PF06668,ITI_HC_C,G3Q9J7,768,954
PF06668,ITI_HC_C,M3ZLE1,731,917
PF06668,ITI_HC_C,W5KEP0,725,911
PF06668,ITI_HC_C,Q5RH29,735,921
PF06668,ITI_HC_C,G1KD40,710,896
PF06668,ITI_HC_C,U3ILX4,742,928
PF06668,ITI_HC_C,M3YY57,735,921
PF06668,ITI_HC_C,F6PWM0,737,923
PF06668,ITI_HC_C,G3X0I3,739,925
PF06668,ITI_HC_C,M3XHR2,767,954
PF01537,Herpes_glycop_D,Q76PF1,66,190
PF01537,Herpes_glycop_D,GD,56,181
PF01537,Herpes_glycop_D,GD,82,206
PF01537,Herpes_glycop_D,GD,81,206
PF01537,Herpes_glycop_D,Q67648,79,203
PF01537,Herpes_glycop_D,Q77L58,64,188
PF01537,Herpes_glycop_D,Q67644,108,239
PF01537,Herpes_glycop_D,Q9QPU9,70,184
PF01537,Herpes_glycop_D,A7U885,81,195
PF01537,Herpes_glycop_D,Q87093,74,190
PF01537,Herpes_glycop_D,Q69367,73,189
PF01537,Herpes_glycop_D,O90421,53,169
PF01537,Herpes_glycop_D,Q5FBC8,54,170
PF01537,Herpes_glycop_D,A0A0X9Z5H9,54,170
PF01537,Herpes_glycop_D,Q76PF2,64,183
PF01537,Herpes_glycop_D,Q6X201,66,185
PF01537,Herpes_glycop_D,Q86788,60,176
PF01537,Herpes_glycop_D,Q91E41,52,168
PF01537,Herpes_glycop_D,O41523,53,168
PF01537,Herpes_glycop_D,Q89634,69,193
PF01537,Herpes_glycop_D,GD,129,252
PF01537,Herpes_glycop_D,O41524,49,174
PF14697,Fer4_21,Q5NH25,76,130
PF14697,Fer4_21,Q603I3,105,159
PF14697,Fer4_21,D3RX48,29,86
PF14697,Fer4_21,C4LX69,825,883
PF14697,Fer4_21,A2E0R3,302,358
PF14697,Fer4_21,F0ZEL9,869,927
PF14697,Fer4_21,D6WGB0,92,150
PF14697,Fer4_21,E0VSW7,941,999
PF14697,Fer4_21,D2V5Y1,937,996
PF14697,Fer4_21,DPYD,951,1010
PF14697,Fer4_21,D7CUR2,338,410
PF14697,Fer4_21,Q5L029,335,397
PF14697,Fer4_21,Q5WBE7,335,397
PF14697,Fer4_21,C0ZEK5,335,398
PF14697,Fer4_21,A9HG41,338,399
PF14697,Fer4_21,Q28NT3,339,397
PF14697,Fer4_21,D5AMI2,340,397
PF14697,Fer4_21,Q63VZ1,80,134
PF14697,Fer4_21,A6VQ41,104,158
PF14697,Fer4_21,RNFB,110,164
PF14697,Fer4_21,F2K0P3,108,162
PF14697,Fer4_21,Q5ZRK0,77,131
PF14697,Fer4_21,Q3JBW9,105,159
PF14697,Fer4_21,C1D6V7,109,163
PF14697,Fer4_21,D7DM43,106,160
PF14697,Fer4_21,Q82ST2,80,134
PF01099,Uteroglobin,I3M7D7,1,90
PF01099,Uteroglobin,H0X9W9,1,90
PF01099,Uteroglobin,SG2A2,1,90
PF01099,Uteroglobin,L8Y501,1,90
PF01099,Uteroglobin,Q9GK62,1,90
PF01099,Uteroglobin,G3I076,1,90
PF01099,Uteroglobin,J3KMP9,1,92
PF01099,Uteroglobin,SG2A2,1,91
PF01099,Uteroglobin,M3YRD7,5,94
PF01099,Uteroglobin,M3X5D6,1,90
PF01099,Uteroglobin,A0A8I3NER3,39,133
PF01099,Uteroglobin,G3VBG2,9,101
PF01099,Uteroglobin,D2XZ41,1,92
PF01099,Uteroglobin,O35176,1,93
PF01099,Uteroglobin,J3QJY4,1,93
PF01099,Uteroglobin,G3V9B4,1,92
PF01099,Uteroglobin,Q91WB5,1,92
PF01099,Uteroglobin,A2BH64,1,92
PF01099,Uteroglobin,I3N9F3,1,92
PF01099,Uteroglobin,G1U0C2,1,92
PF01099,Uteroglobin,G1QAY2,1,94
PF01099,Uteroglobin,G3X7J8,1,89
PF01099,Uteroglobin,W5P3B2,1,93
PF01099,Uteroglobin,M3Y7T1,1,92
PF01099,Uteroglobin,A0A8I3RT99,1,86
PF01099,Uteroglobin,SC2B2,1,91
PF01099,Uteroglobin,M3YRE6,1,89
PF01099,Uteroglobin,G5E7C8,1,88
PF01099,Uteroglobin,G3TH86,1,88
PF01099,Uteroglobin,G1T9Y9,1,88
PF01099,Uteroglobin,A0A9L0RZN3,1,88
PF01099,Uteroglobin,SG1D,1,88
PF01099,Uteroglobin,W5PZD0,1,88
PF01099,Uteroglobin,F1RPW6,1,89
PF01099,Uteroglobin,M3YRD4,1,88
PF01099,Uteroglobin,A0A8I3N928,1,89
PF01099,Uteroglobin,G1SDB8,1,89
PF01099,Uteroglobin,Q9GK67,1,88
PF01099,Uteroglobin,Q9GK65,1,88
PF01099,Uteroglobin,F7HX10,1,88
PF01099,Uteroglobin,SG1D2,1,88
PF01099,Uteroglobin,L9JSA1,1,88
PF01099,Uteroglobin,M0R9A3,1,90
PF01099,Uteroglobin,PSC2,1,92
PF01099,Uteroglobin,PSC1,4,91
PF01099,Uteroglobin,F6YRI9,1,92
PF01099,Uteroglobin,D6C4M6,1,90
PF01099,Uteroglobin,A0A4X1VM49,1,90
PF01099,Uteroglobin,UTER,1,90
PF01099,Uteroglobin,G3U8F5,1,90
PF01099,Uteroglobin,I3MES7,1,90
PF01099,Uteroglobin,G9KMK8,1,90
PF01099,Uteroglobin,UTER,1,90
PF01099,Uteroglobin,UTER,1,90
PF01099,Uteroglobin,G1QTG9,1,90
PF01099,Uteroglobin,H0VSI6,1,94
PF01099,Uteroglobin,W5PHG2,1,94
PF01099,Uteroglobin,SG1C1,1,93
PF01099,Uteroglobin,G1TL67,1,90
PF01099,Uteroglobin,G1SNE0,1,90
PF01099,Uteroglobin,F6SN30,1,90
PF01099,Uteroglobin,A0A4W2DNS7,1,91
PF01099,Uteroglobin,L7N1B8,1,90
PF01099,Uteroglobin,L7N195,1,90
PF01099,Uteroglobin,L7N1F3,1,90
PF01099,Uteroglobin,F6WF42,41,130
PF01099,Uteroglobin,F7HX07,1,90
PF12726,SEN1_N,E3JRN1,109,900
PF12726,SEN1_N,L0PB44,76,802
PF12726,SEN1_N,R4X8D8,74,810
PF12726,SEN1_N,B6K5E8,78,762
PF12726,SEN1_N,YGSA,75,784
PF12726,SEN1_N,S9VV14,75,785
PF12726,SEN1_N,Q1K916,97,842
PF12726,SEN1_N,G0S163,90,828
PF12726,SEN1_N,G2R374,90,837
PF12726,SEN1_N,G2Q0N8,90,837
PF12726,SEN1_N,Q2H4A0,90,837
PF12726,SEN1_N,F0XK57,85,853
PF12726,SEN1_N,U7PWJ0,93,899
PF12726,SEN1_N,S3C7U9,203,1007
PF12726,SEN1_N,G4NIZ8,93,832
PF12726,SEN1_N,J3PDU1,90,836
PF12726,SEN1_N,C7YMQ1,86,837
PF12726,SEN1_N,I1RWI0,88,836
PF12726,SEN1_N,N4TZB4,86,837
PF12726,SEN1_N,G0RG75,88,839
PF12726,SEN1_N,G9P326,87,839
PF12726,SEN1_N,J4URZ6,89,835
PF12726,SEN1_N,M1WF25,87,836
PF12726,SEN1_N,G2WVZ9,88,860
PF12726,SEN1_N,E3Q6U9,90,839
PF12726,SEN1_N,N4W0D1,89,839
PF12726,SEN1_N,T0L1X5,89,835
PF12726,SEN1_N,A7EJU8,90,823
PF12726,SEN1_N,S3CGW9,97,822
PF12726,SEN1_N,N1JJK5,95,832
PF12726,SEN1_N,K1X166,91,830
PF12726,SEN1_N,L8FY03,91,824
PF12726,SEN1_N,H6BZD6,87,806
PF12726,SEN1_N,B6Q2Z3,72,791
PF12726,SEN1_N,S7ZI90,80,801
PF12726,SEN1_N,B6HQI4,80,798
PF12726,SEN1_N,E5R0D1,90,807
PF12726,SEN1_N,C4JPD4,92,807
PF12726,SEN1_N,J3K6T2,92,807
PF12726,SEN1_N,M2ME22,91,803
PF12726,SEN1_N,F9XAJ2,82,793
PF12726,SEN1_N,N1QLQ6,87,799
PF12726,SEN1_N,N1Q856,90,803
PF12726,SEN1_N,N1Q0S3,86,805
PF12726,SEN1_N,K2RUD0,93,815
PF12726,SEN1_N,R1EXL8,89,809
PF12726,SEN1_N,R7YX18,88,812
PF12726,SEN1_N,E4ZNF5,87,814
PF12726,SEN1_N,B2W6B8,87,813
PF12726,SEN1_N,C4XXN7,80,786
PF12726,SEN1_N,G3AQP4,75,798
PF12726,SEN1_N,G8BAX3,86,810
PF12726,SEN1_N,A5DZW3,83,829
PF12726,SEN1_N,Q5ANG6,87,816
PF12726,SEN1_N,M3HIS9,79,804
PF12726,SEN1_N,C5M7X3,94,812
PF12726,SEN1_N,A3GHH0,81,818
PF12726,SEN1_N,B5RSZ0,85,829
PF12726,SEN1_N,W1QDY7,70,818
PF12726,SEN1_N,K0KQJ5,88,818
PF12726,SEN1_N,C4R155,76,811
PF12726,SEN1_N,C5DFK5,82,840
PF12726,SEN1_N,A7TMC6,82,857
PF12726,SEN1_N,G8BPC1,90,875
PF12726,SEN1_N,G8ZSU8,82,835
PF12726,SEN1_N,SEN1,106,859
PF12726,SEN1_N,J7RVU8,83,835
PF12726,SEN1_N,H2ANP5,82,835
PF12726,SEN1_N,Q6FK55,79,830
PF12726,SEN1_N,G0VKX8,82,835
PF12726,SEN1_N,G0WH62,82,835
PF12726,SEN1_N,I2H700,81,833
PF12726,SEN1_N,Q6CWA6,88,852
PF12726,SEN1_N,G8JVM1,83,841
PF12726,SEN1_N,Q756Z8,83,841
PF12726,SEN1_N,U5HDX0,136,925
PF12726,SEN1_N,Q5KCP4,87,904
PF12726,SEN1_N,V5ER39,94,861
PF12726,SEN1_N,M9LXK8,101,873
PF12726,SEN1_N,G4THM5,88,842
PF12726,SEN1_N,D8PZR7,78,833
PF12726,SEN1_N,V2XQ71,84,822
PF12726,SEN1_N,K5VJI2,79,830
PF12726,SEN1_N,S8EQJ7,88,828
PF12726,SEN1_N,M2RMA6,89,827
PF12726,SEN1_N,F8PZS4,85,844
PF12726,SEN1_N,A8NRR5,82,826
PF12726,SEN1_N,B0CVA5,82,839
PF24882,WHD_ORC2,L8GB30,522,584
PF24882,WHD_ORC2,K2RTH3,523,585
PF24882,WHD_ORC2,M2SZ18,509,571
PF24882,WHD_ORC2,A0A7U2F9M0,503,565
PF24882,WHD_ORC2,E5AAT5,507,569
PF24882,WHD_ORC2,R7YVN8,494,556
PF24882,WHD_ORC2,M2LRD2,392,453
PF24882,WHD_ORC2,M2XJW7,477,539
PF24882,WHD_ORC2,M2ZR82,376,438
PF24882,WHD_ORC2,N1QG09,488,550
PF24882,WHD_ORC2,K1W8H7,517,579
PF24882,WHD_ORC2,S3DGF2,541,603
PF24882,WHD_ORC2,N1JB69,498,560
PF24882,WHD_ORC2,ORC2,461,523
PF24882,WHD_ORC2,S9VZ95,483,545
PF24882,WHD_ORC2,B6K177,454,516
PF24882,WHD_ORC2,F4NUA8,650,712
PF24882,WHD_ORC2,A7S1C7,266,328
PF24882,WHD_ORC2,G3RDW3,493,555
PF24882,WHD_ORC2,F7FHI9,501,563
PF24882,WHD_ORC2,W5LNM5,502,564
PF24882,WHD_ORC2,H3CR48,486,548
PF24882,WHD_ORC2,H3B312,494,556
PF24882,WHD_ORC2,H9G5U8,489,551
PF24882,WHD_ORC2,B7PMS7,351,413
PF24882,WHD_ORC2,T1KN19,305,367
PF24882,WHD_ORC2,E9G1H1,268,330
PF24882,WHD_ORC2,F2UGP0,952,1013
PF24882,WHD_ORC2,D8RP76,309,369
PF24882,WHD_ORC2,C1MZU7,346,406
PF24882,WHD_ORC2,I1H8W9,305,365
PF24882,WHD_ORC2,C5WUX0,307,367
PF24882,WHD_ORC2,I1M8L4,298,357
PF24882,WHD_ORC2,U5GMP7,293,353
PF24882,WHD_ORC2,W1NQP3,289,349
PF24882,WHD_ORC2,M4CLU7,293,353
PF24882,WHD_ORC2,M1CKH1,294,354
PF24882,WHD_ORC2,A0A7M7QZV8,428,490
PF24882,WHD_ORC2,F4WTE7,482,544
PF24882,WHD_ORC2,A0A212FA01,465,526
PF24882,WHD_ORC2,W5JV80,428,490
PF24882,WHD_ORC2,Q7QFG6,608,670
PF24882,WHD_ORC2,B4G4S1,557,619
PF24882,WHD_ORC2,A0A8R1W9Z6,542,601
PF24882,WHD_ORC2,S2JJN8,501,563
PF24882,WHD_ORC2,F0ZBP8,307,365
PF24882,WHD_ORC2,ORC2,320,378
PF24882,WHD_ORC2,F4PJG0,430,491
PF24882,WHD_ORC2,I7MJ06,294,355
PF24882,WHD_ORC2,G4T8K1,355,414
PF24882,WHD_ORC2,R9AB80,336,405
PF24882,WHD_ORC2,Q5K9N9,474,551
PF24882,WHD_ORC2,K1W2D2,440,505
PF24882,WHD_ORC2,S8E057,407,475
PF24882,WHD_ORC2,M2R7K7,340,403
PF24882,WHD_ORC2,K5VSN2,347,409
PF24882,WHD_ORC2,V2YWI9,697,759
PF24882,WHD_ORC2,K5WMH1,328,392
PF24882,WHD_ORC2,B0DTH2,373,436
PF24882,WHD_ORC2,D8QDU5,365,424
PF24882,WHD_ORC2,A8PCB8,402,463
PF24882,WHD_ORC2,R9NZ95,1282,1340
PF24882,WHD_ORC2,V5E5Z8,783,841
PF24882,WHD_ORC2,M9MAU5,804,862
PF24882,WHD_ORC2,A0A0D1C6C8,799,857
PF24882,WHD_ORC2,B6ACQ6,273,330
PF24882,WHD_ORC2,Q8IC17,755,817
PF24882,WHD_ORC2,B9QCA0,810,871
PF24882,WHD_ORC2,J7RBB3,649,711
PF24882,WHD_ORC2,G0W509,658,720
PF24882,WHD_ORC2,G0VJZ4,655,717
PF24882,WHD_ORC2,ORC2,546,608
PF24882,WHD_ORC2,I2H4L4,553,615
PF24882,WHD_ORC2,Q6FRA2,441,503
PF24882,WHD_ORC2,H2ARN9,578,640
PF24882,WHD_ORC2,C5DE91,559,621
PF24882,WHD_ORC2,G8JNT7,558,620
PF24882,WHD_ORC2,Q750C7,505,567
PF24882,WHD_ORC2,Q6CJH6,521,583
PF24882,WHD_ORC2,G8ZTJ1,514,576
PF24882,WHD_ORC2,G8C0H3,567,629
PF24882,WHD_ORC2,A7TTD2,606,668
PF24882,WHD_ORC2,A3LW95,602,664
PF24882,WHD_ORC2,G3BCR5,657,718
PF24882,WHD_ORC2,C5M564,649,711
PF24882,WHD_ORC2,M3JB88,636,698
PF24882,WHD_ORC2,G8BK12,620,682
PF24882,WHD_ORC2,A5E6I5,313,375
PF24882,WHD_ORC2,Q5A5P1,615,677
PF24882,WHD_ORC2,A5DDP5,701,763
PF24882,WHD_ORC2,Q6BMC7,714,776
PF24882,WHD_ORC2,W1QL80,480,542
PF24882,WHD_ORC2,C4Y9I5,711,773
PF24882,WHD_ORC2,G8YD54,680,742
PF24882,WHD_ORC2,C4R615,462,524
PF24882,WHD_ORC2,K0KSJ2,852,914
PF24882,WHD_ORC2,Q6C865,436,498
PF24882,WHD_ORC2,H6BZB5,651,713
PF24882,WHD_ORC2,F2SYZ5,525,587
PF24882,WHD_ORC2,C0NE01,483,545
PF24882,WHD_ORC2,C4JMY5,450,512
PF24882,WHD_ORC2,E9CTQ5,480,542
PF24882,WHD_ORC2,S8B6T7,498,560
PF24882,WHD_ORC2,B6HQD3,488,550
PF24882,WHD_ORC2,V5G956,488,550
PF24882,WHD_ORC2,Q0CDB8,497,559
PF24882,WHD_ORC2,Q5AVF7,480,542
PF24882,WHD_ORC2,B8M9V8,483,545
PF24882,WHD_ORC2,D5GAC2,503,565
PF24882,WHD_ORC2,G1XUN2,459,521
PF24882,WHD_ORC2,J4USR2,503,561
PF24882,WHD_ORC2,I1RPZ0,510,567
PF24882,WHD_ORC2,G4N1T7,544,606
PF24882,WHD_ORC2,Q1K711,531,593
PF24882,WHD_ORC2,B2B6T2,462,521
PF24882,WHD_ORC2,G2Q8V9,501,561
PF24882,WHD_ORC2,G0SG54,495,553
PF24882,WHD_ORC2,G0RHC8,431,487
PF24882,WHD_ORC2,M7SDQ2,508,567
PF24882,WHD_ORC2,N4V3T5,492,554
PF24882,WHD_ORC2,L2GF15,506,568
PF24882,WHD_ORC2,G2WU37,488,545
PF24882,WHD_ORC2,F0XEN4,678,740
PF24882,WHD_ORC2,U7Q673,740,802
PF24882,WHD_ORC2,S3C9U8,755,817
PF19047,HOOK_N,I3JN47,7,151
PF19047,HOOK_N,F6VBN6,8,153
PF19047,HOOK_N,HOOK2,7,152
PF19047,HOOK_N,H9G7K4,8,153
PF19047,HOOK_N,H3AC46,11,156
PF19047,HOOK_N,H2QW41,11,156
PF19047,HOOK_N,I3J3C3,5,150
PF19047,HOOK_N,HOOK,5,150
PF19047,HOOK_N,E2B3T6,7,152
PF19047,HOOK_N,HOOK,7,152
PF19047,HOOK_N,HOOK,7,153
PF21751,DACNV,A0A7K1YDF4,34,124
PF21751,DACNV,A0A2U2PB35,34,124
PF21751,DACNV,A0A4Q0MB31,34,124
PF21751,DACNV,F0SAC4,33,123
PF21751,DACNV,A0A4U1C5P4,33,123
PF21751,DACNV,A0A179DIU6,33,123
PF21751,DACNV,A0A419S1M2,33,123
PF21751,DACNV,H1Y549,34,124
PF21751,DACNV,A0A495J894,34,124
PF21751,DACNV,A0A5D8YNB5,35,125
PF21751,DACNV,R9GW39,36,126
PF21751,DACNV,A0A1I2TMQ2,34,124
PF21751,DACNV,A0A562TUE7,35,125
PF21751,DACNV,A0A7K1XY09,34,124
PF21751,DACNV,H8MJ55,77,172
PF21751,DACNV,F0SQS4,24,116
PF21751,DACNV,A0A433RWR0,28,132
PF21751,DACNV,D2R5H4,27,126
PF21751,DACNV,Q7UU44,61,161
PF21751,DACNV,M5TWE7,29,129
PF21751,DACNV,A0A518G931,26,127
PF21751,DACNV,A0A5C5WL70,26,127
PF21751,DACNV,A0A5C6ETF5,30,131
PF21751,DACNV,A0A517N4D4,30,131
PF21751,DACNV,A0A518IRU0,24,125
PF21751,DACNV,A0A5C6D1S0,29,128
PF21751,DACNV,A0A518DC60,31,132
PF21751,DACNV,F0SK31,26,127
PF21751,DACNV,A0A5C6AT87,24,126
PF21751,DACNV,W0IST1,25,125
PF21751,DACNV,A0A1M7YBM5,29,129
PF21751,DACNV,A0A4U0ZKN3,26,127
PF21751,DACNV,A0A4U1AGQ0,29,130
PF21751,DACNV,A0A1H0TZX1,33,134
PF21751,DACNV,A0A7U4DNC0,29,129
PF21751,DACNV,A0A7T6AQB2,29,129
PF21751,DACNV,A0A212PIJ3,17,117
PF21751,DACNV,A0A8J7JEQ6,42,142
PF21751,DACNV,A0A2U3QIK7,41,141
PF21751,DACNV,A0A6V8MDP0,45,145
PF21751,DACNV,A0A023X1S7,31,131
PF21751,DACNV,A0LM87,33,133
PF21751,DACNV,Q74B21,24,124
PF21751,DACNV,A0A6G8Q547,41,141
PF21751,DACNV,A0A6G8PX61,49,149
PF21751,DACNV,A0A0K1ELN6,42,142
PF21751,DACNV,Q7NDU6,25,125
PF21751,DACNV,U5QJT5,31,131
PF21751,DACNV,U5NBD1,31,124
PF21751,DACNV,A0A1X7G884,33,128
PF21751,DACNV,A0A7X9WPP0,43,139
PF21751,DACNV,A0A517XQQ5,35,140
PF21751,DACNV,A0A1G9B8W9,23,120
PF21751,DACNV,A0A0K1ECG3,65,162
PF21751,DACNV,A0A556MRQ6,23,127
PF21751,DACNV,A0A3S4TAN8,23,129
PF21751,DACNV,A0A239BFT0,31,119
PF21751,DACNV,A0A841H0K2,35,125
PF21751,DACNV,A0A5C8JH40,34,124
PF21751,DACNV,A0A1I7FIC9,36,126
PF21751,DACNV,A0A1I5WE52,34,124
PF21751,DACNV,A0A4R3KRM7,33,123
PF21751,DACNV,A0A5C0ZQK6,32,122
PF21751,DACNV,A0A4V2PX43,33,123
PF21751,DACNV,A0A1H8I6R8,34,124
PF21751,DACNV,A0A1I3H518,30,120
PF21751,DACNV,A0A1I1JE33,30,120
PF21751,DACNV,A0A1T4ZSZ0,30,120
PF21751,DACNV,A0A7D4B0M6,33,124
PF21751,DACNV,A0A0U4C4I5,33,123
PF21751,DACNV,A0A556MW30,34,124
PF21751,DACNV,A0A6I4I0J7,34,124
PF21751,DACNV,A0A1Q5ZV18,34,124
PF21751,DACNV,A0A7D4Q9Z7,34,124
PF21751,DACNV,A0A7L5E241,33,124
PF21751,DACNV,A0A3E2NVM1,34,124
PF21751,DACNV,A0A367GLP0,34,124
PF21751,DACNV,A0A3S2V190,34,124
PF21751,DACNV,A0A2A2S7F2,34,124
PF21751,DACNV,A0A563UI62,34,124
PF21751,DACNV,A0A7Y9HXH5,41,131
PF21751,DACNV,A0A5B8UU42,34,124
PF21751,DACNV,A0A1N6ZK75,34,124
PF21751,DACNV,A0A098LL81,45,135
PF21751,DACNV,A0A1G9TUI5,34,124
PF21751,DACNV,A0A1T5EDS6,40,130
PF21751,DACNV,A0A127B282,34,124
PF21751,DACNV,A0A6B2GTT2,34,124
PF21751,DACNV,A0A0D3LMI4,20,110
PF21751,DACNV,A0A5N1ITV2,34,124
PF21751,DACNV,A0A6N4SW96,34,125
PF21751,DACNV,A0A3N4MPZ2,34,124
PF21751,DACNV,A0A562SZI0,36,126
PF21751,DACNV,A0A291QZ81,36,126
PF21751,DACNV,A0A327QXX9,70,160
PF21751,DACNV,A0A512RNZ2,36,126
PF21751,DACNV,A0A6B9ZP98,34,124
PF21751,DACNV,A0A7K1U2H4,36,126
PF21751,DACNV,A0A1C4DJA2,36,126
PF21751,DACNV,A0A249SX22,33,123
PF21751,DACNV,A0A1H3Z0Y2,34,124
PF21751,DACNV,A0A2D1UAV1,34,124
PF21751,DACNV,A0A318UMJ3,34,124
PF19960,EAD7,A0A160T2L5,15,76
PF19960,EAD7,A0A170PHW1,15,76
PF19960,EAD7,A0A160T6Q4,15,76
PF19960,EAD7,A0A160T9R9,6,67
PF19960,EAD7,A0A160T984,9,70
PF19960,EAD7,A0A160T8B9,135,196
PF19960,EAD7,A0A160T2V7,10,72
PF19960,EAD7,A0A161K300,12,73
PF19960,EAD7,A0A160T3G7,102,163
PF19960,EAD7,A0A161JZJ2,118,178
PF19960,EAD7,A0A160T9K4,213,281
PF19960,EAD7,A0A161K3X5,435,496
PF19960,EAD7,A0A170PEM5,4,67
PF19960,EAD7,A0A975B4N6,8,71
PF19960,EAD7,A0A2T1C0D1,4,71
PF19960,EAD7,A0A2T1C037,8,71
PF19960,EAD7,A0A916FCI4,7,70
PF19960,EAD7,A0A160T2K1,8,71
PF19960,EAD7,A0A160T0G7,33,96
PF19960,EAD7,A0A160T1A6,8,71
PF19960,EAD7,D7BTR8,116,179
PF19960,EAD7,V4JSY8,266,333
PF19960,EAD7,A0A1R1SNF0,16,79
PF19960,EAD7,K9UL02,147,206
PF19960,EAD7,A0A160T7D2,99,161
PF19960,EAD7,A0A160SZ55,8,69
PF19960,EAD7,A0A161K3V4,12,73
PF19960,EAD7,I3CJ68,300,361
PF19960,EAD7,I3CJ70,37,100
PF19960,EAD7,A0A090AJE8,11,72
PF19960,EAD7,A0A251X7X4,11,72
PF19960,EAD7,A0A170PHX8,14,75
PF19960,EAD7,A0A160SXN5,16,77
PF22772,WsaF_C,K2JHV8,455,594
PF22772,WsaF_C,A0A369UTY1,520,658
PF22772,WsaF_C,A0A2W2AUF1,243,381
PF22772,WsaF_C,B8IFG8,552,690
PF22772,WsaF_C,A0A512IPH9,507,645
PF22772,WsaF_C,A0A1B1YSG4,182,320
PF22772,WsaF_C,A0A850T873,772,910
PF22772,WsaF_C,A0A8J3CHG1,295,431
PF22772,WsaF_C,A0A3P5XEN0,268,407
PF22772,WsaF_C,A0A517ZHW9,334,470
PF22772,WsaF_C,A0A4Q8QWT1,638,774
PF22772,WsaF_C,A0A841IZA4,1078,1214
PF22772,WsaF_C,A0A4R5UN27,490,626
PF22772,WsaF_C,F8JBJ2,286,422
PF22772,WsaF_C,K5ZFP3,626,759
PF22772,WsaF_C,A0A1H0CZI6,699,832
PF22772,WsaF_C,A0A7W6H5E4,705,838
PF22772,WsaF_C,A0A1H2PTT8,722,855
PF22772,WsaF_C,A5KT50,410,543
PF22772,WsaF_C,A0A285QGM5,241,373
PF22772,WsaF_C,A0A8J2ZFC7,634,767
PF22772,WsaF_C,A0A4R5QCW8,597,730
PF22772,WsaF_C,A0A327LXM6,585,718
PF22772,WsaF_C,B9TAK2,201,334
PF22772,WsaF_C,A0A238D6N8,596,729
PF22772,WsaF_C,A0A2P2DW42,253,385
PF22772,WsaF_C,A0A249L5F0,270,406
PF22772,WsaF_C,A0A841C5F9,269,403
PF22772,WsaF_C,A0A4Q7LXX6,228,354
PF22772,WsaF_C,A0A848G8H4,169,295
PF22772,WsaF_C,A0A1V4HFL0,1154,1284
PF22772,WsaF_C,A0A640VY28,248,380
PF22772,WsaF_C,Q2G3A7,249,381
PF22772,WsaF_C,A0A192D227,247,379
PF22772,WsaF_C,A0A844ZIX5,212,344
PF22772,WsaF_C,A0A0G9ML23,224,356
PF22772,WsaF_C,A0A5C8LKU4,246,378
PF22772,WsaF_C,A0A850EI25,249,381
PF22772,WsaF_C,A0A3D8LGB9,244,376
PF22772,WsaF_C,S0G4H1,253,384
PF22772,WsaF_C,A0A1H4D3R2,226,357
PF22772,WsaF_C,A0A7V7GN63,254,385
PF22772,WsaF_C,A0A1H3VWR4,256,387
PF22772,WsaF_C,M1MSQ3,246,378
PF22772,WsaF_C,A0A850HHB0,761,893
PF22772,WsaF_C,A0A7X3MIG6,819,951
PF22772,WsaF_C,A0A1Y4TPL1,830,962
PF22772,WsaF_C,A0A1C7I4W3,781,913
PF22772,WsaF_C,A0A1D3TQC8,834,966
PF22772,WsaF_C,A0A0M6WI47,835,967
PF22772,WsaF_C,A0A3S2V7A5,781,914
PF22772,WsaF_C,A0A0F3IND2,506,639
PF22772,WsaF_C,V4RJZ1,858,991
PF22772,WsaF_C,A0A4U8YVG4,737,870
PF22772,WsaF_C,A0A6B8LYD9,634,767
PF22772,WsaF_C,A0A6B8KFH9,637,770
PF22772,WsaF_C,A0A5Q3L319,350,483
PF22772,WsaF_C,A0A7S8EH87,561,694
PF22772,WsaF_C,A0A1H0VIQ6,578,711
PF22772,WsaF_C,U4VGR4,302,436
