accession,domain_number,subaccession,domain_begin,domain_end
PF09435,DUF2015,A0A1Y1YVR4,36,112
PF09435,DUF2015,A0A137P274,61,138
PF09435,DUF2015,A0A4P9XYE0,40,116
PF09435,DUF2015,A0A2T9YVN3,101,178
PF09435,DUF2015,A0A1R0GLN8,41,117
PF09435,DUF2015,A0A2T9Z617,59,135
PF09435,DUF2015,A0A2G5BFR4,56,132
PF09435,DUF2015,A0A166HZY5,45,123
PF09435,DUF2015,A0A316Z5Z5,58,137
PF09435,DUF2015,A0A0P1B907,59,138
PF09435,DUF2015,A0A3G2S3Q1,401,480
PF09435,DUF2015,A0A0M8MKD8,159,238
PF09435,DUF2015,A0A1M8AAF3,58,137
PF09435,DUF2015,A0A177TVA7,70,150
PF09435,DUF2015,A0A5C3FE49,76,155
PF09435,DUF2015,A0A8H8QSI9,80,165
PF09435,DUF2015,A0A066VWU2,60,145
PF09435,DUF2015,A0A316V7J9,68,147
PF09435,DUF2015,A0A316YYP7,68,148
PF09435,DUF2015,A0A1Y2BAE1,52,133
PF09435,DUF2015,A0A060SBF1,36,114
PF09435,DUF2015,A0A4V1Q4A1,51,130
PF09435,DUF2015,A0A316U9P9,58,138
PF09435,DUF2015,A0A0C3BL48,51,150
PF09435,DUF2015,G4TK25,53,131
PF09435,DUF2015,A0A0K3CG97,49,126
PF09435,DUF2015,A0A5B0MRS8,75,150
PF09435,DUF2015,G7E5E3,47,125
PF09435,DUF2015,S9VXL4,45,123
PF09435,DUF2015,B6JWE9,41,119
PF09435,DUF2015,A0A1Y2FQ26,49,128
PF09435,DUF2015,R4XJF9,50,129
PF09435,DUF2015,A0A1X2GKR2,33,110
PF09435,DUF2015,A0A197JMC8,49,126
PF09435,DUF2015,A0A397GLQ7,49,126
PF09435,DUF2015,Q6C1M8,51,130
PF09435,DUF2015,A0A0L0F565,54,135
PF09435,DUF2015,G8YNJ4,54,132
PF09435,DUF2015,A0A1E3Q4G7,95,173
PF09435,DUF2015,G1XUB3,17,95
PF09435,DUF2015,A0A5J5F4V5,38,116
PF09435,DUF2015,A0A3N4M573,49,127
PF09435,DUF2015,A0A2T0FLW9,43,120
PF09435,DUF2015,L8FNJ5,45,127
PF09435,DUF2015,A0A074Y647,72,150
PF09435,DUF2015,A0A1V8TBT9,43,121
PF09435,DUF2015,A0A139H2U7,69,147
PF09435,DUF2015,A0A4Z1NUR3,46,123
PF09435,DUF2015,A0A1Y2LIL1,46,124
PF09435,DUF2015,A0A5N6KVV5,48,126
PF09435,DUF2015,A0A3M7NJY7,46,124
PF09435,DUF2015,A0A5E8BUP8,70,149
PF09435,DUF2015,C4JPI5,66,144
PF09435,DUF2015,A0A395IKS6,28,106
PF09435,DUF2015,S3E8D2,18,96
PF09435,DUF2015,A0A2T3ASS3,49,127
PF09435,DUF2015,B6GYI9,71,149
PF09435,DUF2015,A0A4R8QSB9,44,121
PF09435,DUF2015,M7PC38,48,127
PF09435,DUF2015,A0A8H8A5A1,48,127
PF09435,DUF2015,A0A0E9N7Y7,63,142
PF09435,DUF2015,YCB2,55,132
PF09435,DUF2015,A0A376B251,23,100
PF09435,DUF2015,G0WDD2,19,96
PF09435,DUF2015,C5E4C9,60,137
PF09435,DUF2015,H2AZG4,27,104
PF09435,DUF2015,A0A1X7R9Q0,55,132
PF09435,DUF2015,A0A1G4MFA7,53,130
PF09435,DUF2015,A7TGN0,29,106
PF09435,DUF2015,A0A0C7MVX1,51,128
PF09435,DUF2015,A0A1G4IPT8,19,96
PF09435,DUF2015,G8BPV9,55,132
PF09435,DUF2015,G3AWN2,77,154
PF09435,DUF2015,A0A421JGV7,73,151
PF09435,DUF2015,A5E7H2,98,177
PF09435,DUF2015,G8BAC1,77,154
PF09435,DUF2015,C5MFT3,83,162
PF09435,DUF2015,G3AVN3,88,166
PF09435,DUF2015,A0A8J5QMN2,77,155
PF09435,DUF2015,A0A4T0NXX3,36,114
PF09435,DUF2015,R9AGB5,39,115
PF09435,DUF2015,A0A1E4SRL5,60,138
PF09435,DUF2015,A3M0K3,86,164
PF09435,DUF2015,A0A1Q9DB35,467,542
PF09435,DUF2015,A0A813F0I7,50,125
PF09435,DUF2015,A0A1E4RKD0,52,130
PF09435,DUF2015,A0A512UHC6,554,631
PF09435,DUF2015,A0A2P7YUX9,79,156
PF09435,DUF2015,A0A2V1ASS7,62,139
PF09435,DUF2015,A0A1L0BY05,61,138
PF09435,DUF2015,C4YB64,60,137
PF09435,DUF2015,A0A1E3P7J0,52,130
PF09435,DUF2015,A0A061BA34,56,134
PF09435,DUF2015,A0A1E4RYI5,51,128
PF09435,DUF2015,A0A1E3PIB4,57,136
PF09435,DUF2015,A0A1E3QN42,63,140
PF19887,DUF6360,C7NXY3,1,91
PF19887,DUF6360,A0A1I6MAM9,1,91
PF19887,DUF6360,M0D2S6,1,91
PF15484,DUF4642,U3KMA2,35,170
PF15484,DUF4642,M3WPR6,35,194
PF15484,DUF4642,W5QGD2,44,197
PF15484,DUF4642,G1Q567,35,187
PF15484,DUF4642,L5KTD5,35,183
PF15484,DUF4642,G5C1Z2,9,162
PF15484,DUF4642,L9KK55,415,572
PF15484,DUF4642,A0A2R8ZTV0,35,194
PF15484,DUF4642,H0XHW3,35,188
PF15484,DUF4642,D3ZLU7,46,199
PF15484,DUF4642,CB074,46,196
PF14388,DUF4419,Q2U4X2,62,353
PF14388,DUF4419,C4JSW3,73,376
PF14388,DUF4419,R7Z5K8,64,374
PF14388,DUF4419,S3DPM3,59,385
PF14388,DUF4419,S8AAJ6,64,386
PF14388,DUF4419,G1X3V2,64,386
PF14388,DUF4419,B0DGS2,59,391
PF14388,DUF4419,B0DR71,61,388
PF14388,DUF4419,B0CW95,61,392
PF14388,DUF4419,V2WBJ3,77,361
PF14388,DUF4419,F8PWY3,115,423
PF14388,DUF4419,F8Q8B5,172,508
PF14388,DUF4419,F8Q8B7,85,416
PF14388,DUF4419,G2YDY9,84,381
PF14388,DUF4419,G4TI95,60,379
PF14388,DUF4419,G4T843,63,381
PF14388,DUF4419,G4T843,457,766
PF14388,DUF4419,D7G2F2,218,530
PF14388,DUF4419,D7FL08,97,393
PF14388,DUF4419,D8LB67,2,304
PF14388,DUF4419,D3B0T1,68,370
PF14388,DUF4419,D3BQK7,81,375
PF14388,DUF4419,D3BJQ4,55,358
PF14388,DUF4419,D2VY50,55,344
PF14388,DUF4419,D2W2R6,23,325
PF14388,DUF4419,D2VWR3,47,339
PF14388,DUF4419,D2V5A9,7,290
PF14388,DUF4419,D2VF10,4,298
PF14388,DUF4419,F1A4Y4,59,355
PF14388,DUF4419,Q54MC5,59,357
PF14388,DUF4419,Q54SF2,53,350
PF14388,DUF4419,F0ZZC9,144,440
PF14388,DUF4419,F0Z6N1,2,294
PF14388,DUF4419,Q86JD2,72,362
PF14388,DUF4419,Q55BQ1,85,398
PF14388,DUF4419,Q54GX6,115,433
PF14388,DUF4419,Q54W10,109,392
PF14388,DUF4419,Q54FJ5,129,419
PF14388,DUF4419,F1A2E3,12,311
PF14388,DUF4419,F0ZDX5,114,402
PF14388,DUF4419,F0ZDV7,9,299
PF14388,DUF4419,G9N554,58,361
PF14388,DUF4419,G3JBA3,55,379
PF14388,DUF4419,G2Q509,65,381
PF14388,DUF4419,Q2GM43,62,368
PF14388,DUF4419,G9NF11,13,326
PF14388,DUF4419,G0R6V8,34,349
PF14388,DUF4419,G9NQ15,1,296
PF14388,DUF4419,G9N3V5,71,388
PF14388,DUF4419,C7YV91,79,379
PF14388,DUF4419,I1RP85,79,403
PF14388,DUF4419,N4UK11,72,381
PF14388,DUF4419,E9DRA9,88,377
PF14388,DUF4419,J4WGT0,90,392
PF14388,DUF4419,G9MXW1,92,405
PF14388,DUF4419,B2ABQ5,79,392
PF14388,DUF4419,Q2GTT7,77,394
PF14388,DUF4419,G2QV11,57,380
PF14388,DUF4419,U7PRC1,96,430
PF14388,DUF4419,C9SDT7,88,400
PF14388,DUF4419,J3NRF0,89,404
PF14388,DUF4419,G4NEI4,85,399
PF14388,DUF4419,Q2GZF0,83,400
PF14388,DUF4419,B2AZ94,81,398
PF14388,DUF4419,I1RTP6,55,359
PF14388,DUF4419,YL662,47,330
PF14388,DUF4419,Q22AR5,70,359
PF14388,DUF4419,A9TJ39,59,364
PF14388,DUF4419,A9TZG1,59,379
PF14388,DUF4419,D7C7J8,68,342
PF14388,DUF4419,A0A015K1C2,65,352
PF14388,DUF4419,I4AKQ4,53,342
PF14388,DUF4419,Q89ZG9,87,368
PF14388,DUF4419,H1YBJ8,88,371
PF14388,DUF4419,A9G0Q5,53,346
PF14388,DUF4419,A9FB78,72,373
PF14388,DUF4419,A9FQC6,52,357
PF14388,DUF4419,A9ERW4,52,357
PF14388,DUF4419,G8S2U0,46,322
PF14388,DUF4419,K9UGW7,64,365
PF14388,DUF4419,K9RNQ6,67,354
PF14388,DUF4419,D2VRC6,739,1069
PF14388,DUF4419,D2V4I9,122,459
PF14388,DUF4419,A2R130,61,363
PF14388,DUF4419,B6HA82,62,361
PF14388,DUF4419,Q2TWH7,67,367
PF14388,DUF4419,B6HVD9,61,367
PF14388,DUF4419,J3P520,63,370
PF14388,DUF4419,A0A0C4DYI4,63,377
PF14388,DUF4419,N4USA9,62,372
PF14388,DUF4419,A0A8H6GRF1,62,373
PF14388,DUF4419,G9PC61,61,368
PF14388,DUF4419,G9PAV2,43,362
PF14388,DUF4419,C7YP08,60,367
PF14388,DUF4419,S0E7M2,59,416
PF14388,DUF4419,B2ATP4,83,399
PF14388,DUF4419,F0XAP6,61,374
PF14388,DUF4419,R0I5D7,61,372
PF14388,DUF4419,A0A7U2FFX9,61,377
PF18992,DUF5725,U6JJJ5,320,477
PF18992,DUF5725,A0A0R3X2T9,320,477
PF18992,DUF5725,A0A0R3WA43,321,478
PF18992,DUF5725,A0A0R3T8M6,328,485
PF18992,DUF5725,A0A0R3SL09,323,480
PF18992,DUF5725,A0A0R3U8L0,334,491
PF18992,DUF5725,A0A183SDS8,152,307
PF18992,DUF5725,A0A183PXD5,103,259
PF18992,DUF5725,A0A183M5B3,101,257
PF19695,DUF6195,A0A291W5I1,1,139
PF17138,DUF5111,A0A374TEQ6,159,254
PF17138,DUF5111,D1PCF7,159,254
PF17138,DUF5111,A0A2W7NLM4,158,254
PF17138,DUF5111,A0A1Y3VBZ1,162,261
PF17138,DUF5111,A0A1I2CJU4,158,254
PF17138,DUF5111,A0A368VDV5,158,254
PF17138,DUF5111,R9HNA4,161,255
PF17138,DUF5111,A0AAE3MCP9,157,253
PF17138,DUF5111,A0A0E9LYA4,53,149
PF17138,DUF5111,U2QA80,160,255
PF17138,DUF5111,A0A2T5C6Q5,158,253
PF17138,DUF5111,A0AA43HXL1,158,256
PF17138,DUF5111,A0A1M4ZER6,161,259
PF17138,DUF5111,A0A4Y8L3T7,155,253
PF17138,DUF5111,A0A069CYZ3,77,172
PF17138,DUF5111,U6R8K0,158,253
PF17138,DUF5111,A0A840CZA4,165,263
PF17138,DUF5111,A0A1G4GB79,160,255
PF17138,DUF5111,F0FAF9,160,257
PF17138,DUF5111,A0A5P2G7A7,163,263
PF17138,DUF5111,A0A3E4N8B2,158,260
PF17138,DUF5111,I9ER72,165,265
PF17138,DUF5111,W4UQM2,158,252
PF17138,DUF5111,E5C496,158,252
PF17138,DUF5111,A0A4U0P0B0,154,252
PF17138,DUF5111,A0A1Y4DVI1,159,254
PF17138,DUF5111,A0A4Q0J0R6,163,260
PF17138,DUF5111,Q89YR2,165,260
PF17138,DUF5111,A0A3N2LZV5,164,259
PF26802,DUF8270,G8I5M9,24,98
PF26802,DUF8270,A0A4Q7IZC0,8,90
PF26802,DUF8270,A0A419HBX0,8,93
PF26802,DUF8270,A0A1Y0CGF0,7,95
PF26802,DUF8270,A0A1I0F204,9,86
PF26802,DUF8270,A0A919QC90,9,86
PF26802,DUF8270,A0A918RLF7,7,85
PF26802,DUF8270,A0A1M6CXH6,9,91
PF26802,DUF8270,A0A3A9YXB2,9,91
PF26802,DUF8270,A0A1I1PST4,9,91
PF26802,DUF8270,A0A250VT19,9,92
PF26802,DUF8270,A0A1T3P518,8,90
PF26802,DUF8270,A0A1T3P269,9,90
PF26802,DUF8270,A0A223S077,9,90
PF15468,DUF4636,Q9D9Y8,1,243
PF15468,DUF4636,H0WB72,1,243
PF15468,DUF4636,G5BH78,1,233
PF15468,DUF4636,F7E8K6,1,244
PF15468,DUF4636,G3U3R5,1,244
PF15468,DUF4636,G1PS81,1,241
PF15468,DUF4636,A0A8C0LHK4,1,243
PF15468,DUF4636,G1SCP9,1,243
PF15468,DUF4636,F6T8P0,1,243
PF26403,DUF8101,A0A1G8VCS3,1,91
PF26403,DUF8101,A0A8J7YH71,1,91
PF26403,DUF8101,C7NWI2,1,91
PF26403,DUF8101,A0A6B0T296,1,87
PF26403,DUF8101,U1P8F3,1,86
PF26403,DUF8101,A0A4U7F9T9,1,88
PF26403,DUF8101,V4X933,8,95
PF26403,DUF8101,M1XNW5,1,87
PF26403,DUF8101,A0A1U7EY53,1,86
PF26403,DUF8101,M0D1Z0,1,91
PF26403,DUF8101,A0A6A9T7A6,1,96
PF26403,DUF8101,V4XQG1,53,142
PF26403,DUF8101,V4GP25,6,94
PF26403,DUF8101,A0A7D5LBH2,1,90
PF26403,DUF8101,A0A7D5GJ65,1,89
PF26403,DUF8101,A0A1G9SS59,1,86
PF26403,DUF8101,D4GXE7,1,89
PF26403,DUF8101,E4NSG0,1,87
PF26403,DUF8101,A0A1I6HWZ0,2,91
PF26403,DUF8101,A0A1I2R1F2,1,87
PF26403,DUF8101,V4ZT65,1,85
PF26403,DUF8101,A0A2I8VKE4,27,116
PF26403,DUF8101,A0A1M5S5L7,16,104
PF26403,DUF8101,A0A830EKM6,2,91
PF26403,DUF8101,A0A1H3JKE7,1,89
PF16259,DUF4913,A0AWD9,33,136
PF16259,DUF4913,Q5YM68,106,213
PF16259,DUF4913,Q5YM93,114,220
PF16259,DUF4913,K0F1T7,3,102
PF16259,DUF4913,H6R233,11,114
PF16259,DUF4913,Q82EV8,21,125
PF16259,DUF4913,Q2JAG5,64,156
PF16259,DUF4913,I0H0G6,38,145
PF16259,DUF4913,Q5YMC8,114,210
PF16259,DUF4913,C9ZEZ0,83,177
PF16259,DUF4913,F8K4I7,94,188
PF16259,DUF4913,D0LFK1,29,132
PF16259,DUF4913,F6ESJ2,39,145
PF16259,DUF4913,K0F5V9,153,259
PF16259,DUF4913,K0F5V9,21,125
PF16259,DUF4913,G8SI49,59,158
PF16259,DUF4913,D7B9N9,57,156
PF16259,DUF4913,A1A2U1,235,337
PF16259,DUF4913,D2Q3V3,11,111
PF24635,DUF7632,A0A024X4U2,2271,2365
PF24635,DUF7632,A0A653HNC2,1263,1357
PF24635,DUF7632,A0A509AH71,2262,2356
PF24635,DUF7632,A0A1J1HBZ8,2264,2358
PF04510,DUF577,M4EH51,374,545
PF04510,DUF577,M4EH52,441,617
PF04510,DUF577,M4DUI2,378,553
PF04510,DUF577,Q9FG48,390,565
PF04510,DUF577,D7MIF0,379,554
PF04510,DUF577,M4D3F1,381,553
PF04510,DUF577,M4EPV3,401,582
PF04510,DUF577,Q9FG41,382,557
PF04510,DUF577,Q9FG42,388,562
PF04510,DUF577,Q9C8D9,108,275
PF04510,DUF577,M4CIW2,130,293
PF04510,DUF577,Q9C8D5,121,290
PF04510,DUF577,M4D3F1,100,272
PF04510,DUF577,Q9FG48,107,274
PF04510,DUF577,D7MIF0,92,263
PF04510,DUF577,M4EPV3,119,286
PF04510,DUF577,M4EH52,107,274
PF04510,DUF577,M4EH51,104,271
PF04510,DUF577,Q9FG41,100,270
PF04510,DUF577,Q9FG42,98,269
PF04510,DUF577,Q9FKD4,98,273
PF04510,DUF577,Q9FG45,99,274
PF04510,DUF577,F4JMH6,102,275
PF04510,DUF577,Q9FG47,100,273
PF04510,DUF577,Q9FG46,99,271
PF04510,DUF577,D7MIB0,97,269
PF04510,DUF577,D7MIB0,381,555
PF04510,DUF577,Q9FKD4,379,553
PF04510,DUF577,F4JMH6,378,551
PF04510,DUF577,Q9FG47,380,554
PF13042,DUF3902,A0A6L7HMX3,2,167
PF13042,DUF3902,Q81BX4,2,167
PF12720,DUF3807,S8B9S4,10,184
PF12720,DUF3807,B8MXU6,13,187
PF12720,DUF3807,Q4WCA7,13,185
PF12720,DUF3807,Q5BD73,13,213
PF12720,DUF3807,A1C451,13,183
PF12720,DUF3807,V5FZZ6,18,193
PF12720,DUF3807,M2T2I3,12,205
PF12720,DUF3807,B2WC54,10,201
PF12720,DUF3807,R0KIR7,15,214
PF12720,DUF3807,C5FZ11,12,188
PF12720,DUF3807,D4AQR0,12,188
PF12720,DUF3807,E4UYG0,12,185
PF12720,DUF3807,L8GA84,20,201
PF12720,DUF3807,A0A0C4E3R4,35,200
PF12720,DUF3807,J3P4A1,23,188
PF12720,DUF3807,G4N6P8,165,330
PF12720,DUF3807,Q7SFY3,16,235
PF12720,DUF3807,F7VXM1,16,244
PF12720,DUF3807,G0SF04,16,238
PF12720,DUF3807,G2Q0Z6,15,199
PF12720,DUF3807,G2R3A2,15,194
PF12720,DUF3807,Q2HG03,15,195
PF12720,DUF3807,M7SFQ8,20,229
PF12720,DUF3807,K1WZ30,10,205
PF12720,DUF3807,N1JDT0,8,174
PF12720,DUF3807,G2YPM6,10,202
PF12720,DUF3807,A7F2W1,10,202
PF12720,DUF3807,S3D4A6,11,208
PF12720,DUF3807,B6QLU8,18,184
PF12720,DUF3807,B8MGA0,334,499
PF12720,DUF3807,F0UEH1,13,189
PF12720,DUF3807,C1H1L4,14,183
PF12720,DUF3807,K9GD58,10,168
PF13266,DUF4057,A9PEH5,3,298
PF13266,DUF4057,B9SZ34,3,298
PF13266,DUF4057,K7L6I2,4,296
PF13266,DUF4057,I1MYS4,3,301
PF13266,DUF4057,Q9SMR7,3,297
PF13266,DUF4057,A0A3Q7G2J1,3,308
PF13266,DUF4057,W1NK68,3,305
PF13266,DUF4057,F6H0P5,3,302
PF13266,DUF4057,A0A804JD22,3,303
PF13266,DUF4057,Q7XRF3,3,303
PF13266,DUF4057,A0A0E0NGS2,3,308
PF13266,DUF4057,Q7XI42,3,286
PF13266,DUF4057,C5WXR6,3,287
PF13266,DUF4057,Q6AVF2,3,288
PF13266,DUF4057,I1H4X8,3,288
PF13266,DUF4057,M1BI14,3,285
PF13266,DUF4057,A9P8J2,3,292
PF13266,DUF4057,I1K9Z8,3,282
PF13266,DUF4057,D7KLZ5,3,284
PF13266,DUF4057,A0A078GNM5,3,278
PF26493,DUF8161,A0A2B7GPL7,30,85
PF26493,DUF8161,A0A4U7FB99,30,87
PF26493,DUF8161,A0A8T4GJT7,30,87
PF26493,DUF8161,D4GQ33,33,88
PF26493,DUF8161,Q18DG0,35,90
PF26493,DUF8161,A0A4U5JEB3,35,90
PF26493,DUF8161,A0A830EE82,30,85
PF26493,DUF8161,A0A1H6XCD5,26,81
PF26493,DUF8161,A0A285PA89,31,86
PF07165,DUF1397,A0A8R2B6A9,62,269
PF07165,DUF1397,A0A7M7H654,54,274
PF07165,DUF1397,E2C9D0,54,268
PF07165,DUF1397,E2AMV6,51,264
PF07165,DUF1397,B0VZS5,43,253
PF07165,DUF1397,Q7QJU8,68,279
PF07165,DUF1397,Q7PTC7,42,249
PF07165,DUF1397,Q16YP3,43,252
PF07165,DUF1397,Q9VXH7,44,259
PF07165,DUF1397,B4L865,43,259
PF07165,DUF1397,B4M287,44,260
PF07165,DUF1397,B4NCM3,55,270
PF07165,DUF1397,B4R2M5,55,268
PF07165,DUF1397,B4MGY8,52,265
PF07165,DUF1397,B4N1R2,65,282
PF07165,DUF1397,B4MD13,54,272
PF07165,DUF1397,B4JKU0,60,278
PF07165,DUF1397,B4I999,54,271
PF07165,DUF1397,B4GTR5,56,278
PF07165,DUF1397,B3MYF5,60,278
PF07165,DUF1397,D6WZA1,49,257
PF07165,DUF1397,A0A212F1C5,23,225
PF07165,DUF1397,P27K,19,219
PF07165,DUF1397,E9HAF8,41,246
PF07165,DUF1397,A0NDT2,30,226
PF07165,DUF1397,W5JB62,33,233
PF07165,DUF1397,W5J3I7,32,231
PF07165,DUF1397,W5JJ72,46,243
PF07165,DUF1397,Q7Q5Q0,35,235
PF07165,DUF1397,B0WT39,37,234
PF07165,DUF1397,B0W6X2,28,230
PF07165,DUF1397,B0WTL7,36,235
PF07165,DUF1397,B0WT41,37,237
PF24417,DUF7549,V4HIM9,2,163
PF24417,DUF7549,A0A7D5K675,2,175
PF24417,DUF7549,A0A1M5RZ95,2,175
PF24417,DUF7549,A0A343TM51,1,167
PF24417,DUF7549,A0A1H6HY97,2,167
PF24417,DUF7549,A0A6G2HGM7,2,167
PF24417,DUF7549,A0A238VCA3,2,167
PF24417,DUF7549,V4Y863,3,165
PF24417,DUF7549,D4GVL1,2,164
PF24417,DUF7549,A0A1H3D733,2,166
PF24417,DUF7549,A0A1H5YE45,2,166
PF24417,DUF7549,A0A830EN13,2,166
PF24417,DUF7549,A0A1I2NFY8,2,166
PF24417,DUF7549,A0A1I6GUV1,2,166
PF24417,DUF7549,A0A2I8VHF9,2,165
PF24417,DUF7549,A0A1H3W2X2,1,164
PF24417,DUF7549,A0A6B9F6T6,1,164
PF24417,DUF7549,A0A1Q1FET0,2,178
PF24417,DUF7549,A0A5N5U4Y9,2,165
PF24417,DUF7549,A0A9E7R6V4,2,164
PF24417,DUF7549,A0A554MWI7,2,164
PF24417,DUF7549,A0A1I6LSF0,2,168
PF24417,DUF7549,C7NZQ8,2,167
PF24417,DUF7549,Q5V4Q7,2,165
PF24417,DUF7549,A0A8J8CC22,2,165
PF24417,DUF7549,A0A6B0SYH3,1,162
PF24417,DUF7549,A0A6A9T161,1,165
PF24417,DUF7549,A0A830G370,3,169
PF24417,DUF7549,A0A897MWN6,2,171
PF24417,DUF7549,A0A285N9T9,2,169
PF24417,DUF7549,R4W1T2,2,174
PF24417,DUF7549,A0A4D6HC01,2,193
PF24417,DUF7549,A0A1G9W535,2,176
PF24417,DUF7549,A0A8J7ZE43,2,174
PF24417,DUF7549,A0A8U0IF24,2,165
PF25613,DUF7941,A0A7H0XAE9,77,354
PF25613,DUF7941,A0A8A6C7A4,7,321
PF25613,DUF7941,A0A1S6L1M5,1,279
PF25613,DUF7941,A0A8E7FZK6,1,279
PF25613,DUF7941,A0A7D3UH89,7,278
PF25613,DUF7941,A0A1B2IBR0,1,279
PF25613,DUF7941,A0A1B2ICP3,1,285
PF25613,DUF7941,A0A1B2IET9,1,288
PF25613,DUF7941,A0A1B2IBW2,1,288
PF25613,DUF7941,A0A8E7FZB6,1,288
PF25613,DUF7941,A0A482GMV3,5,295
PF25613,DUF7941,A0A482GKF4,1,278
PF25613,DUF7941,A0A482GE46,4,301
PF25613,DUF7941,A0A1B2IBT7,1,279
PF25613,DUF7941,A0A8E7FYU6,1,282
PF25613,DUF7941,A0A1B2IET4,1,279
PF25613,DUF7941,A0A1B2ICI7,1,275
PF25613,DUF7941,A0A8E7FZ23,1,275
PF25613,DUF7941,A0A345BLH2,1,275
PF25613,DUF7941,A0A1B2IEY3,1,275
PF25613,DUF7941,A0A1B2IBR1,1,275
PF25613,DUF7941,A0A1B2IER3,1,264
PF25613,DUF7941,A0A1B2IBR9,1,264
PF25613,DUF7941,A0A1B2ICJ0,1,306
PF25613,DUF7941,A0A8E7FYN1,1,303
PF25613,DUF7941,A0A1B2IBR5,1,303
PF25613,DUF7941,A0A7R8MK68,2,289
PF25613,DUF7941,W8D0J6,4,280
PF25613,DUF7941,A0A5P8D4Q5,9,284
PF25613,DUF7941,A0A9E7E022,4,278
PF25613,DUF7941,A0A7U0GBG4,5,279
PF25613,DUF7941,A0A7D7IT82,14,288
PF25613,DUF7941,A0A482GFR5,15,295
PF23912,DUF7254,A0A482MZP4,1,100
PF23912,DUF7254,A0A075E0R3,1,101
PF23912,DUF7254,A0A0A0YXL4,2,115
PF07023,DUF1315,B3PJ61,4,86
PF07023,DUF1315,B9TJY5,4,90
PF07023,DUF1315,E1VIN1,6,87
PF07023,DUF1315,Q6LNZ9,4,88
PF07023,DUF1315,K6ZN60,5,88
PF11877,DUF3397,F9UQD3,6,118
PF11877,DUF3397,J9W463,11,123
PF11877,DUF3397,I0JM43,9,120
PF11877,DUF3397,Q8Y5L3,9,120
PF11877,DUF3397,Q5L0Y6,9,120
PF11877,DUF3397,F2F711,9,120
PF11877,DUF3397,C0ZGC1,14,125
PF11877,DUF3397,H6NG96,12,124
PF11877,DUF3397,U5LAY8,9,120
PF11877,DUF3397,N0AP00,9,120
PF11877,DUF3397,E6TTU1,12,123
PF11877,DUF3397,Q9K9R7,9,120
PF11877,DUF3397,D3FU14,9,120
PF11877,DUF3397,Q5WFF8,9,119
PF11877,DUF3397,Q8ER56,9,119
PF11877,DUF3397,K0IZ37,9,119
PF11877,DUF3397,Q38XN6,6,115
PF11877,DUF3397,Q1GAU2,2,108
PF11877,DUF3397,Q5FKV8,2,108
PF11877,DUF3397,K8E334,9,119
PF11877,DUF3397,Q836V8,15,125
PF11877,DUF3397,F3Y9Q2,8,118
PF11877,DUF3397,Q1WT93,1,115
PF11877,DUF3397,G2SPV4,8,116
PF11877,DUF3397,F2I5T8,7,117
PF11877,DUF3397,Q9CIP2,4,116
PF11877,DUF3397,F9VFY1,4,116
PF11877,DUF3397,Q8DSX8,5,114
PF11877,DUF3397,Q5M2J8,5,114
PF11877,DUF3397,B9DRE7,5,114
PF11877,DUF3397,Q8DYF7,4,113
PF11877,DUF3397,Q8CZ20,7,116
PF11877,DUF3397,A0A0H3MYG6,9,118
PF24114,DUF7388,A0A9E7R3F4,7,257
PF24114,DUF7388,Q5V156,9,259
PF24114,DUF7388,A0A6B0TGT8,9,259
PF24114,DUF7388,M0CBQ7,7,257
PF24114,DUF7388,A0A6B0GKG1,7,265
PF24114,DUF7388,W0JJG2,8,258
PF24114,DUF7388,L0ICA8,14,264
PF24114,DUF7388,A0A202E8F8,7,257
PF24114,DUF7388,F8DBS7,15,267
PF24114,DUF7388,M0MAX8,10,263
PF24114,DUF7388,D3SYZ0,7,259
PF24114,DUF7388,A0A346PN53,7,257
PF24114,DUF7388,A0A9E7NAF8,8,258
PF24114,DUF7388,A0A830FZU0,7,257
PF24114,DUF7388,A0A1I0P0P7,7,260
PF24114,DUF7388,A0A830FP39,7,259
PF24114,DUF7388,A0A7D5GA22,12,262
PF24114,DUF7388,V4HE65,34,284
PF24114,DUF7388,A0A2I8VGI5,8,258
PF24114,DUF7388,A0A4D7H6B9,10,260
PF24114,DUF7388,A0A343TK09,65,315
PF24114,DUF7388,A0A1I2MN10,8,258
PF24114,DUF7388,A0A1I6G6K9,8,258
PF24114,DUF7388,D4GTR0,8,258
PF24114,DUF7388,A0A1G9QHJ9,10,260
PF24114,DUF7388,A0A365TF36,8,258
PF24114,DUF7388,A0A1N6WI47,8,258
PF24114,DUF7388,E7QWY5,8,258
PF24114,DUF7388,A0A151AJD4,7,257
PF24114,DUF7388,A0A8U0IDP4,8,258
PF24114,DUF7388,A0A1G9TA53,8,258
PF21812,DUF6881,A0A8J3R0L4,2,91
PF21812,DUF6881,A0A7Y6M0X7,2,91
PF21812,DUF6881,A0A543IUF3,2,91
PF21812,DUF6881,A0A7X6L7T6,2,91
PF21812,DUF6881,A0A7Y0P9V0,8,97
PF21812,DUF6881,A0A1G9Y5S8,2,92
PF21812,DUF6881,D7B4W3,2,91
PF21812,DUF6881,A0A7W3TEB8,2,91
PF21812,DUF6881,W5WDA8,3,92
PF21812,DUF6881,U5VX49,2,91
PF21812,DUF6881,A0A543IQ55,2,91
PF21812,DUF6881,A0A543FIR7,3,91
PF21812,DUF6881,A0A4R7J9R6,6,95
