domain_number,accession,len_pfam,len_chainsaw,len_overlap,percent_overlap_pfam,percent_overlap_chainsaw
DUF1697,Q2IK86,136,176,136,100.0,77.27
DUF1697,V5XBW8,136,177,136,100.0,76.84
DUF1697,E4RUJ1,130,171,130,100.0,76.02
DUF1697,Q24Q04,136,178,136,100.0,76.4
DUF1697,Q38ZI6,136,177,136,100.0,76.84
DUF1697,A9KSA4,137,175,137,100.0,78.29
DUF1697,N0AV02,137,177,137,100.0,77.4
DUF1697,C9AD08,138,80,80,57.97,100.0
DUF1697,F4LJZ4,138,79,79,57.25,100.0
DUF1697,M1MR70,138,79,79,57.25,100.0
DUF1697,A0A174KHR1,136,79,79,58.09,100.0
DUF1697,Q186S8,138,175,138,100.0,78.86
DUF1697,Q8CYY4,131,79,79,60.31,100.0
DUF1697,V5WKK8,132,176,132,100.0,75.0
DUF1697,B3E605,134,77,77,57.46,100.0
DUF1697,Q73RJ1,135,77,77,57.04,100.0
DUF1697,Q605F7,134,178,134,100.0,75.28
DUF1697,A6TN65,135,182,135,100.0,74.18
DUF1697,A8MKF2,135,179,135,100.0,75.42
DUF1697,Q2NC07,139,178,138,99.28,77.53
DUF1697,Q2G5E8,136,175,136,100.0,77.71
DUF1697,E6U5R5,125,177,125,100.0,70.62
DUF1697,A0JXY0,131,178,131,100.0,73.6
DUF1697,E9T6R8,135,79,79,58.52,100.0
DUF1697,C5C6E3,137,77,77,56.2,100.0
DUF1697,A0R2N0,131,78,78,59.54,100.0
DUF1697,D6ZFE3,131,77,77,58.78,100.0
DUF1697,F5YV86,132,76,76,57.58,100.0
DUF1697,B2HSC7,131,78,78,59.54,100.0
DUF1697,Q73WM9,125,76,76,60.8,100.0
DUF1697,O06552,128,76,76,59.38,100.0
DUF1697,F0S8S2,132,172,132,100.0,76.74
DUF1697,G0AGA3,132,78,76,57.58,97.44
DUF1697,Q222Z0,134,80,80,59.7,100.0
DUF1697,Q7UU99,136,78,78,57.35,100.0
DUF1697,D1CIT7,134,74,74,55.22,100.0
DUF1697,Q12RP5,137,176,137,100.0,77.84
DUF1697,D5CLQ1,136,78,78,57.35,100.0
DUF1697,A5G7B2,136,176,136,100.0,77.27
DUF1697,E1R8C0,136,175,136,100.0,77.71
DUF1697,F9YUJ6,135,76,76,56.3,100.0
DUF1697,Q8Y6B0,131,172,131,100.0,76.16
DUF1697,Q54D49,133,78,76,57.14,97.44
DUF1697,Q54C13,128,179,128,100.0,71.51
DUF1697,E8X403,134,175,134,100.0,76.57
DUF1697,B8GEP5,135,175,135,100.0,77.14
DUF1697,I4B717,136,175,136,100.0,77.71
DUF1697,Q1IUC9,136,178,135,99.26,75.84
DUF1697,H8KRR1,136,177,136,100.0,76.84
DUF1697,G2PLG0,134,77,76,56.72,98.7
DUF1697,A4AU20,137,176,137,100.0,77.84
DUF1697,T2KQE9,134,175,134,100.0,76.57
DUF1697,G0LAG8,137,176,137,100.0,77.84
DUF1697,A3U763,133,173,133,100.0,76.88
DUF1697,E4T153,137,178,137,100.0,76.97
DUF1697,F0RCY5,134,177,134,100.0,75.71
DUF1697,G8X635,137,76,76,55.47,100.0
DUF1697,G2Z3N2,136,177,136,100.0,76.84
DUF1697,A6GXL8,137,178,137,100.0,76.97
DUF1697,H8XSM8,137,178,137,100.0,76.97
DUF1697,H6NIA8,142,183,142,100.0,77.6
DUF1697,A0A6L8PAR0,136,174,136,100.0,78.16
DUF1697,Q813I6,136,174,136,100.0,78.16
DUF1697,R4K095,142,183,142,100.0,77.6
DUF1697,C8W0V8,142,78,78,54.93,100.0
DUF1697,M1MMU2,142,183,142,100.0,77.6
DUF1697,F0SUJ4,141,78,76,53.9,97.44
DUF1697,I4AIA3,144,184,144,100.0,78.26
DUF1697,G0J6M7,138,176,138,100.0,78.41
DUF1697,E4TTR2,137,79,78,56.93,98.73
DUF1697,C9Z9V9,135,181,135,100.0,74.59
DUF1697,Q7P208,134,171,134,100.0,78.36
DUF1697,C1ACH4,132,178,132,100.0,74.16
DUF1697,C5CCH0,127,76,76,59.84,100.0
DUF1697,W0AIY5,136,177,136,100.0,76.84
DUF1697,G4REU8,134,78,78,58.21,100.0
DUF1697,Q92QB1,137,78,78,56.93,100.0
DUF1697,Q8U586,133,79,79,59.4,100.0
DUF1697,D9QHQ1,135,173,135,100.0,78.03
DUF1697,B4RHI0,134,174,134,100.0,77.01
DUF1697,Q9A6I6,134,75,75,55.97,100.0
DUF1697,F4H446,137,177,135,98.54,76.27
DUF1697,F8A0S7,131,178,131,100.0,73.6
DUF1697,F6FPH1,136,78,76,55.88,97.44
DUF2015,A0A507FI91,77,106,59,76.62,55.66
DUF2015,A0A1Y2D0F5,77,63,59,76.62,93.65
DUF2015,A0A1E4TLX2,78,46,46,58.97,100.0
DUF2015,A0A1Y1UUL1,80,63,62,77.5,98.41
DUF2015,A0A139A3E5,77,60,59,76.62,98.33
DUF2015,A0A0L0DPV8,77,82,60,77.92,73.17
DUF2015,A0A137NU82,76,98,58,76.32,59.18
DUF2015,A0A0D2U835,78,269,78,100.0,29.0
DUF2015,A0A0L0GFD2,85,70,61,71.76,87.14
DUF2015,A0A1Y1YVR4,76,94,58,76.32,61.7
DUF2015,A0A137P274,77,112,59,76.62,52.68
DUF2015,A0A4P9XYE0,76,96,58,76.32,60.42
DUF2015,A0A2T9YVN3,77,158,59,76.62,37.34
DUF2015,A0A1R0GLN8,76,59,58,76.32,98.31
DUF2015,A0A2T9Z617,76,117,58,76.32,49.57
DUF2015,A0A2G5BFR4,76,113,58,76.32,51.33
DUF2015,A0A166HZY5,78,106,61,78.21,57.55
DUF2015,A0A316Z5Z5,79,62,61,77.22,98.39
DUF2015,A0A0P1B907,79,62,61,77.22,98.39
DUF2015,A0A3G2S3Q1,79,454,61,77.22,13.44
DUF2015,A0A0M8MKD8,79,62,61,77.22,98.39
DUF2015,A0A1M8AAF3,79,119,61,77.22,51.26
DUF2015,A0A177TVA7,80,63,62,77.5,98.41
DUF2015,A0A5C3FE49,79,137,61,77.22,44.53
DUF2015,A0A8H8QSI9,85,141,61,71.76,43.26
DUF2015,A0A066VWU2,85,62,61,71.76,98.39
DUF2015,A0A316V7J9,79,147,79,100.0,53.74
DUF2015,A0A316YYP7,80,130,62,77.5,47.69
DUF2015,A0A1Y2BAE1,81,65,64,79.01,98.46
DUF2015,A0A060SBF1,78,76,61,78.21,80.26
DUF2015,A0A4V1Q4A1,79,79,78,98.73,98.73
DUF2015,A0A316U9P9,80,63,62,77.5,98.41
DUF2015,A0A0C3BL48,99,134,83,83.84,61.94
DUF2015,G4TK25,78,113,60,76.92,53.1
DUF2015,A0A0K3CG97,77,104,60,77.92,57.69
DUF2015,A0A5B0MRS8,75,58,57,76.0,98.28
DUF2015,G7E5E3,78,108,61,78.21,56.48
DUF2015,S9VXL4,78,106,61,78.21,57.55
DUF2015,B6JWE9,78,62,61,78.21,98.39
DUF2015,A0A1Y2FQ26,79,110,61,77.22,55.45
DUF2015,R4XJF9,79,111,61,77.22,54.95
DUF2015,A0A1X2GKR2,77,92,59,76.62,64.13
DUF2015,A0A197JMC8,77,108,59,76.62,54.63
DUF2015,A0A397GLQ7,77,108,59,76.62,54.63
DUF2015,Q6C1M8,79,109,62,78.48,56.88
DUF2015,G8YNJ4,78,108,61,78.21,56.48
DUF2015,A0A1E3Q4G7,78,149,61,78.21,40.94
DUF2015,G1XUB3,78,62,61,78.21,98.39
DUF2015,A0A5J5F4V5,78,83,61,78.21,73.49
DUF2015,A0A3N4M573,78,109,61,78.21,55.96
DUF2015,A0A2T0FLW9,77,102,59,76.62,57.84
DUF2015,L8FNJ5,82,66,65,79.27,98.48
DUF2015,A0A074Y647,78,133,61,78.21,45.86
DUF2015,A0A1V8TBT9,78,104,61,78.21,58.65
DUF2015,A0A139H2U7,78,130,61,78.21,46.92
DUF2015,A0A4Z1NUR3,77,106,60,77.92,56.6
DUF2015,A0A1Y2LIL1,78,62,61,78.21,98.39
DUF2015,A0A5N6KVV5,78,109,61,78.21,55.96
DUF2015,A0A3M7NJY7,78,107,61,78.21,57.01
DUF2015,A0A5E8BUP8,79,63,62,78.48,98.41
DUF2015,C4JPI5,78,127,61,78.21,48.03
DUF2015,A0A395IKS6,78,83,61,78.21,73.49
DUF2015,S3E8D2,78,62,61,78.21,98.39
DUF2015,A0A2T3ASS3,78,62,61,78.21,98.39
DUF2015,B6GYI9,78,61,60,76.92,98.36
DUF2015,A0A4R8QSB9,77,109,65,84.42,59.63
DUF2015,M7PC38,79,109,61,77.22,55.96
DUF2015,A0A8H8A5A1,79,109,61,77.22,55.96
DUF2015,A0A0E9N7Y7,79,63,62,78.48,98.41
DUF2015,A0A376B251,77,102,77,100.0,75.49
DUF2015,G0WDD2,77,78,60,77.92,76.92
DUF2015,C5E4C9,77,120,60,77.92,50.0
DUF2015,H2AZG4,77,85,60,77.92,70.59
DUF2015,A0A1X7R9Q0,77,114,59,76.62,51.75
DUF2015,A0A1G4MFA7,77,112,59,76.62,52.68
DUF2015,A7TGN0,77,63,60,77.92,95.24
DUF2015,A0A0C7MVX1,77,110,60,77.92,54.55
DUF2015,A0A1G4IPT8,77,78,60,77.92,76.92
DUF2015,G8BPV9,77,108,59,76.62,54.63
DUF2015,G3AWN2,77,107,60,77.92,56.07
DUF2015,A0A421JGV7,78,130,61,78.21,46.92
DUF2015,A5E7H2,79,63,62,78.48,98.41
DUF2015,G8BAC1,77,61,60,77.92,98.36
DUF2015,C5MFT3,79,127,62,78.48,48.82
DUF2015,G3AVN3,78,62,61,78.21,98.39
DUF2015,A0A8J5QMN2,78,113,61,78.21,53.98
DUF2015,A0A4T0NXX3,78,62,61,78.21,98.39
DUF2015,R9AGB5,76,92,59,77.63,64.13
DUF2015,A0A1E4SRL5,78,106,61,78.21,57.55
DUF2015,A3M0K3,78,62,61,78.21,98.39
DUF2015,A0A1Q9DB35,75,38,38,50.67,100.0
DUF2015,A0A813F0I7,75,107,58,77.33,54.21
DUF2015,A0A1E4RKD0,78,110,61,78.21,55.45
DUF2015,A0A512UHC6,77,89,60,77.92,67.42
DUF2015,A0A2P7YUX9,77,126,60,77.92,47.62
DUF2015,A0A2V1ASS7,77,122,60,77.92,49.18
DUF2015,A0A1L0BY05,77,104,60,77.92,57.69
DUF2015,C4YB64,77,101,60,77.92,59.41
DUF2015,A0A1E3P7J0,78,109,61,78.21,55.96
DUF2015,A0A061BA34,78,110,61,78.21,55.45
DUF2015,A0A1E4RYI5,77,131,77,100.0,58.78
DUF2015,A0A1E3PIB4,79,117,62,78.48,52.99
DUF2015,A0A1E3QN42,77,113,60,77.92,53.1
DUF6360,C7NXY3,90,79,78,86.67,98.73
DUF6360,A0A1I6MAM9,90,80,78,86.67,97.5
DUF6360,M0D2S6,90,80,78,86.67,97.5
DUF4419,Q2U4X2,291,353,291,100.0,82.44
DUF4419,C4JSW3,303,373,302,99.67,80.97
DUF4419,R7Z5K8,310,374,310,100.0,82.89
DUF4419,S3DPM3,326,390,326,100.0,83.59
DUF4419,S8AAJ6,322,388,322,100.0,82.99
DUF4419,G1X3V2,322,387,322,100.0,83.2
DUF4419,B0DGS2,332,328,271,81.63,82.62
DUF4419,B0DR71,327,334,275,84.1,82.34
DUF4419,B0CW95,331,335,276,83.38,82.39
DUF4419,V2WBJ3,284,320,284,100.0,88.75
DUF4419,F8PWY3,308,367,308,100.0,83.92
DUF4419,F8Q8B5,336,342,276,82.14,80.7
DUF4419,F8Q8B7,331,343,277,83.69,80.76
DUF4419,G2YDY9,297,380,297,100.0,78.16
DUF4419,G4TI95,319,400,319,100.0,79.75
DUF4419,G4T843,318,325,264,83.02,81.23
DUF4419,G4T843,309,324,263,85.11,81.17
DUF4419,D7G2F2,312,365,265,84.94,72.6
DUF4419,D7FL08,296,380,296,100.0,77.89
DUF4419,D8LB67,302,305,302,100.0,99.02
DUF4419,D3B0T1,302,367,302,100.0,82.29
DUF4419,D3BQK7,294,321,294,100.0,91.59
DUF4419,D3BJQ4,303,355,303,100.0,85.35
DUF4419,D2VY50,289,344,289,100.0,84.01
DUF4419,D2W2R6,302,339,302,100.0,89.09
DUF4419,D2VWR3,292,339,292,100.0,86.14
DUF4419,D2V5A9,283,284,283,100.0,99.65
DUF4419,D2VF10,294,294,294,100.0,100.0
DUF4419,F1A4Y4,296,355,296,100.0,83.38
DUF4419,Q54MC5,298,357,298,100.0,83.47
DUF4419,Q54SF2,297,350,297,100.0,84.86
DUF4419,F0ZZC9,296,364,296,100.0,81.32
DUF4419,F0Z6N1,292,293,292,100.0,99.66
DUF4419,Q86JD2,290,358,290,100.0,81.01
DUF4419,Q55BQ1,313,391,313,100.0,80.05
DUF4419,Q54GX6,318,432,318,100.0,73.61
DUF4419,Q54W10,283,392,283,100.0,72.19
DUF4419,Q54FJ5,290,392,290,100.0,73.98
DUF4419,F1A2E3,299,304,297,99.33,97.7
DUF4419,F0ZDX5,288,402,288,100.0,71.64
DUF4419,F0ZDV7,290,297,289,99.66,97.31
DUF4419,G9N554,303,365,303,100.0,83.01
DUF4419,G3JBA3,324,392,324,100.0,82.65
DUF4419,G2Q509,316,380,316,100.0,83.16
DUF4419,Q2GM43,306,395,306,100.0,77.47
DUF4419,G9NF11,313,265,258,82.43,97.36
DUF4419,G0R6V8,315,283,260,82.54,91.87
DUF4419,G9NQ15,295,293,293,99.32,100.0
DUF4419,G9N3V5,317,321,262,82.65,81.62
DUF4419,C7YV91,300,397,300,100.0,75.57
DUF4419,I1RP85,324,422,324,100.0,76.78
DUF4419,N4UK11,309,422,309,100.0,73.22
DUF4419,E9DRA9,289,409,289,100.0,70.66
DUF4419,J4WGT0,302,401,302,100.0,75.31
DUF4419,G9MXW1,313,386,313,100.0,81.09
DUF4419,B2ABQ5,313,413,313,100.0,75.79
DUF4419,Q2GTT7,317,415,317,100.0,76.39
DUF4419,G2QV11,323,398,323,100.0,81.16
DUF4419,U7PRC1,334,431,334,100.0,77.49
DUF4419,C9SDT7,312,406,312,100.0,76.85
DUF4419,J3NRF0,315,417,315,100.0,75.54
DUF4419,G4NEI4,314,403,314,100.0,77.92
DUF4419,Q2GZF0,317,416,317,100.0,76.2
DUF4419,B2AZ94,317,415,317,100.0,76.39
DUF4419,I1RTP6,304,355,304,100.0,85.63
DUF4419,Q22AR5,289,351,289,100.0,82.34
DUF4419,A9TJ39,305,362,304,99.67,83.98
DUF4419,A9TZG1,320,399,320,100.0,80.2
DUF4419,A0A015K1C2,287,348,287,100.0,82.47
DUF4419,I4AKQ4,289,337,289,100.0,85.76
DUF4419,Q89ZG9,281,296,229,81.49,77.36
DUF4419,H1YBJ8,283,293,226,79.86,77.13
DUF4419,A9G0Q5,293,345,293,100.0,84.93
DUF4419,A9FB78,301,356,285,94.68,80.06
DUF4419,A9FQC6,305,356,305,100.0,85.67
DUF4419,A9ERW4,305,356,305,100.0,85.67
DUF4419,G8S2U0,276,275,230,83.33,83.64
DUF4419,K9UGW7,301,313,255,84.72,81.47
DUF4419,K9RNQ6,287,349,287,100.0,82.23
DUF4419,D2V4I9,337,332,286,84.87,86.14
DUF4419,A2R130,302,363,302,100.0,83.2
DUF4419,B6HA82,299,380,299,100.0,78.68
DUF4419,Q2TWH7,300,367,300,100.0,81.74
DUF4419,B6HVD9,306,367,306,100.0,83.38
DUF4419,J3P520,307,369,307,100.0,83.2
DUF4419,A0A0C4DYI4,314,376,314,100.0,83.51
DUF4419,N4USA9,310,372,310,100.0,83.33
DUF4419,A0A8H6GRF1,311,373,311,100.0,83.38
DUF4419,G9PC61,307,368,307,100.0,83.42
DUF4419,G9PAV2,319,341,319,100.0,93.55
DUF4419,C7YP08,307,318,260,84.69,81.76
DUF4419,S0E7M2,357,443,357,100.0,80.59
DUF4419,B2ATP4,316,398,316,100.0,79.4
DUF4419,F0XAP6,313,375,313,100.0,83.47
DUF4419,R0I5D7,311,372,311,100.0,83.6
DUF4419,A0A7U2FFX9,316,384,316,100.0,82.29
DUF5725,U6JJJ5,157,189,157,100.0,83.07
DUF5725,A0A0R3X2T9,157,127,124,78.98,97.64
DUF5725,A0A0R3WA43,157,161,157,100.0,97.52
DUF5725,A0A0R3T8M6,157,127,124,78.98,97.64
DUF5725,A0A0R3SL09,157,162,157,100.0,96.91
DUF5725,A0A0R3U8L0,157,127,124,78.98,97.64
DUF5725,A0A183SDS8,155,155,154,99.35,99.35
DUF5725,A0A183PXD5,156,153,153,98.08,100.0
DUF5725,A0A183M5B3,156,153,153,98.08,100.0
DUF6195,A0A291W5I1,138,130,130,94.2,100.0
DUF5111,A0A374TEQ6,95,89,89,93.68,100.0
DUF5111,D1PCF7,95,89,89,93.68,100.0
DUF5111,A0A2W7NLM4,96,91,91,94.79,100.0
DUF5111,A0A1Y3VBZ1,99,199,97,97.98,48.74
DUF5111,A0A1I2CJU4,96,91,91,94.79,100.0
DUF5111,A0A368VDV5,96,91,91,94.79,100.0
DUF5111,R9HNA4,94,88,88,93.62,100.0
DUF5111,A0AAE3MCP9,96,91,91,94.79,100.0
DUF5111,A0A0E9LYA4,96,91,91,94.79,100.0
DUF5111,U2QA80,95,88,88,92.63,100.0
DUF5111,A0A2T5C6Q5,95,89,89,93.68,100.0
DUF5111,A0AA43HXL1,98,92,92,93.88,100.0
DUF5111,A0A1M4ZER6,98,91,91,92.86,100.0
DUF5111,A0A4Y8L3T7,98,91,91,92.86,100.0
DUF5111,A0A069CYZ3,95,89,89,93.68,100.0
DUF5111,U6R8K0,95,88,88,92.63,100.0
DUF5111,A0A840CZA4,98,93,93,94.9,100.0
DUF5111,A0A1G4GB79,95,90,90,94.74,100.0
DUF5111,F0FAF9,97,92,92,94.85,100.0
DUF5111,A0A5P2G7A7,100,96,96,96.0,100.0
DUF5111,A0A3E4N8B2,102,96,96,94.12,100.0
DUF5111,I9ER72,100,95,95,95.0,100.0
DUF5111,W4UQM2,94,89,89,94.68,100.0
DUF5111,E5C496,94,89,89,94.68,100.0
DUF5111,A0A4U0P0B0,98,94,94,95.92,100.0
DUF5111,A0A1Y4DVI1,95,91,91,95.79,100.0
DUF5111,A0A4Q0J0R6,97,90,90,92.78,100.0
DUF5111,Q89YR2,95,88,88,92.63,100.0
DUF5111,A0A3N2LZV5,95,88,88,92.63,100.0
DUF8270,A0A4Q7IZC0,82,79,75,91.46,94.94
DUF8270,A0A419HBX0,85,82,78,91.76,95.12
DUF8270,A0A1Y0CGF0,88,85,81,92.05,95.29
DUF8270,A0A1I0F204,77,74,70,90.91,94.59
DUF8270,A0A919QC90,77,74,70,90.91,94.59
DUF8270,A0A918RLF7,78,75,71,91.03,94.67
DUF8270,A0A1M6CXH6,82,79,75,91.46,94.94
DUF8270,A0A3A9YXB2,82,79,75,91.46,94.94
DUF8270,A0A1I1PST4,82,79,75,91.46,94.94
DUF8270,A0A250VT19,83,80,76,91.57,95.0
DUF8270,A0A1T3P518,82,79,75,91.46,94.94
DUF8270,A0A1T3P269,81,78,74,91.36,94.87
DUF8270,A0A223S077,81,78,74,91.36,94.87
DUF4636,Q9D9Y8,242,188,188,77.69,100.0
DUF4636,F7E8K6,243,184,184,75.72,100.0
DUF4636,G1PS81,240,182,182,75.83,100.0
DUF4636,A0A8C0LHK4,242,185,185,76.45,100.0
DUF4636,F6T8P0,242,191,191,78.93,100.0
DUF8101,A0A1G8VCS3,90,83,83,92.22,100.0
DUF8101,A0A8J7YH71,90,80,80,88.89,100.0
DUF8101,C7NWI2,90,86,84,93.33,97.67
DUF8101,A0A6B0T296,86,77,77,89.53,100.0
DUF8101,U1P8F3,85,75,75,88.24,100.0
DUF8101,A0A4U7F9T9,87,75,75,86.21,100.0
DUF8101,V4X933,87,80,80,91.95,100.0
DUF8101,M1XNW5,86,75,75,87.21,100.0
DUF8101,A0A1U7EY53,85,75,75,88.24,100.0
DUF8101,M0D1Z0,90,85,85,94.44,100.0
DUF8101,A0A6A9T7A6,95,85,85,89.47,100.0
DUF8101,V4XQG1,89,80,80,89.89,100.0
DUF8101,V4GP25,88,84,84,95.45,100.0
DUF8101,A0A7D5LBH2,89,77,77,86.52,100.0
DUF8101,A0A7D5GJ65,88,81,81,92.05,100.0
DUF8101,A0A1G9SS59,85,80,80,94.12,100.0
DUF8101,D4GXE7,88,84,84,95.45,100.0
DUF8101,E4NSG0,86,80,80,93.02,100.0
DUF8101,A0A1I6HWZ0,89,79,79,88.76,100.0
DUF8101,A0A1I2R1F2,86,81,81,94.19,100.0
DUF8101,V4ZT65,84,78,78,92.86,100.0
DUF8101,A0A2I8VKE4,89,85,85,95.51,100.0
DUF8101,A0A1M5S5L7,88,77,77,87.5,100.0
DUF8101,A0A830EKM6,89,80,80,89.89,100.0
DUF8101,A0A1H3JKE7,88,79,79,89.77,100.0
DUF4913,A0AWD9,103,72,72,69.9,100.0
DUF4913,Q5YM68,107,75,75,70.09,100.0
DUF4913,Q5YM93,106,75,75,70.75,100.0
DUF4913,K0F1T7,99,72,72,72.73,100.0
DUF4913,H6R233,103,72,72,69.9,100.0
DUF4913,Q82EV8,104,71,71,68.27,100.0
DUF4913,Q2JAG5,92,70,70,76.09,100.0
DUF4913,I0H0G6,107,144,107,100.0,74.31
DUF4913,Q5YMC8,96,81,70,72.92,86.42
DUF4913,C9ZEZ0,94,87,71,75.53,81.61
DUF4913,F8K4I7,94,87,71,75.53,81.61
DUF4913,D0LFK1,103,71,71,68.93,100.0
DUF4913,F6ESJ2,106,111,104,98.11,93.69
DUF4913,K0F5V9,106,76,76,71.7,100.0
DUF4913,K0F5V9,104,76,76,73.08,100.0
DUF4913,G8SI49,99,89,89,89.9,100.0
DUF4913,D7B9N9,99,70,70,70.71,100.0
DUF4913,A1A2U1,102,144,102,100.0,70.83
DUF4913,D2Q3V3,100,70,70,70.0,100.0
DUF577,M4EH51,171,268,171,100.0,63.81
DUF577,M4EH52,176,302,176,100.0,58.28
DUF577,M4DUI2,175,273,175,100.0,64.1
DUF577,Q9FG48,175,610,175,100.0,28.69
DUF577,D7MIF0,175,605,175,100.0,28.93
DUF577,M4D3F1,172,589,172,100.0,29.2
DUF577,M4EPV3,181,282,181,100.0,64.18
DUF577,Q9FG41,175,272,175,100.0,64.34
DUF577,Q9FG42,174,288,174,100.0,60.42
DUF577,Q9C8D9,167,301,167,100.0,55.48
DUF577,M4CIW2,163,328,163,100.0,49.7
DUF577,Q9C8D5,169,318,169,100.0,53.14
DUF577,M4D3F1,172,589,172,100.0,29.2
DUF577,Q9FG48,167,610,167,100.0,27.38
DUF577,D7MIF0,171,605,171,100.0,28.26
DUF577,M4EPV3,167,308,167,100.0,54.22
DUF577,M4EH52,167,296,167,100.0,56.42
DUF577,M4EH51,167,293,167,100.0,57.0
DUF577,Q9FG41,170,302,170,100.0,56.29
DUF577,Q9FG42,171,301,171,100.0,56.81
DUF577,Q9FKD4,175,318,175,100.0,55.03
DUF577,Q9FG45,175,315,175,100.0,55.56
DUF577,F4JMH6,173,319,173,100.0,54.23
DUF577,Q9FG47,173,305,173,100.0,56.72
DUF577,Q9FG46,172,314,172,100.0,54.78
DUF577,D7MIB0,172,310,172,100.0,55.48
DUF577,D7MIB0,174,272,174,100.0,63.97
DUF577,Q9FKD4,174,285,174,100.0,61.05
DUF577,F4JMH6,173,252,173,100.0,68.65
DUF577,Q9FG47,174,290,174,100.0,60.0
DUF3902,A0A6L7HMX3,165,163,163,98.79,100.0
DUF3902,Q81BX4,165,165,163,98.79,98.79
DUF3807,S8B9S4,174,99,96,55.17,96.97
DUF3807,B8MXU6,174,91,88,50.57,96.7
DUF3807,V5FZZ6,175,111,111,63.43,100.0
DUF3807,M2T2I3,193,131,131,67.88,100.0
DUF3807,B2WC54,191,154,151,79.06,98.05
DUF3807,L8GA84,181,148,145,80.11,97.97
DUF3807,A0A0C4E3R4,165,138,135,81.82,97.83
DUF3807,J3P4A1,165,129,126,76.36,97.67
DUF3807,G0SF04,222,187,184,82.88,98.4
DUF3807,G2R3A2,179,95,92,51.4,96.84
DUF3807,M7SFQ8,209,172,169,80.86,98.26
DUF3807,K1WZ30,195,103,103,52.82,100.0
DUF3807,N1JDT0,166,118,114,68.67,96.61
DUF3807,G2YPM6,192,101,101,52.6,100.0
DUF3807,A7F2W1,192,102,102,53.12,100.0
DUF3807,B6QLU8,166,90,87,52.41,96.67
DUF8161,A0A2B7GPL7,55,62,55,100.0,88.71
DUF8161,A0A4U7FB99,57,101,57,100.0,56.44
DUF8161,A0A8T4GJT7,57,101,57,100.0,56.44
DUF8161,D4GQ33,55,98,50,90.91,51.02
DUF8161,Q18DG0,55,99,55,100.0,55.56
DUF8161,A0A4U5JEB3,55,54,52,94.55,96.3
DUF8161,A0A830EE82,55,60,55,100.0,91.67
DUF8161,A0A1H6XCD5,55,66,55,100.0,83.33
DUF8161,A0A285PA89,55,81,52,94.55,64.2
DUF1397,A0A8R2B6A9,207,266,207,100.0,77.82
DUF1397,A0A7M7H654,220,307,220,100.0,71.66
DUF1397,E2C9D0,214,276,214,100.0,77.54
DUF1397,E2AMV6,213,274,213,100.0,77.74
DUF1397,B0VZS5,210,279,210,100.0,75.27
DUF1397,Q7QJU8,211,310,211,100.0,68.06
DUF1397,Q7PTC7,207,250,207,100.0,82.8
DUF1397,Q16YP3,209,248,205,98.09,82.66
DUF1397,Q9VXH7,215,296,215,100.0,72.64
DUF1397,B4L865,216,271,216,100.0,79.7
DUF1397,B4M287,216,265,216,100.0,81.51
DUF1397,B4NCM3,215,265,215,100.0,81.13
DUF1397,B4R2M5,213,284,213,100.0,75.0
DUF1397,B4MGY8,213,277,213,100.0,76.9
DUF1397,B4N1R2,217,318,217,100.0,68.24
DUF1397,B4MD13,218,284,218,100.0,76.76
DUF1397,B4JKU0,218,307,218,100.0,71.01
DUF1397,B4I999,217,279,217,100.0,77.78
DUF1397,B4GTR5,222,288,222,100.0,77.08
DUF1397,B3MYF5,218,285,218,100.0,76.49
DUF1397,D6WZA1,208,292,208,100.0,71.23
DUF1397,A0A212F1C5,202,220,197,97.52,89.55
DUF1397,E9HAF8,205,275,205,100.0,74.55
DUF1397,A0NDT2,196,118,110,56.12,93.22
DUF1397,W5JB62,200,232,200,100.0,86.21
DUF1397,W5J3I7,199,231,199,100.0,86.15
DUF1397,W5JJ72,197,251,197,100.0,78.49
DUF1397,Q7Q5Q0,200,231,200,100.0,86.58
DUF1397,B0WT39,197,235,197,100.0,83.83
DUF1397,B0W6X2,202,223,197,97.52,88.34
DUF1397,B0WTL7,199,230,196,98.49,85.22
DUF1397,B0WT41,200,236,200,100.0,84.75
DUF7549,V4HIM9,161,156,156,96.89,100.0
DUF7549,A0A7D5K675,173,168,168,97.11,100.0
DUF7549,A0A1M5RZ95,173,165,165,95.38,100.0
DUF7549,A0A343TM51,166,159,159,95.78,100.0
DUF7549,A0A1H6HY97,165,175,162,98.18,92.57
DUF7549,A0A6G2HGM7,165,158,158,95.76,100.0
DUF7549,A0A238VCA3,165,158,158,95.76,100.0
DUF7549,V4Y863,162,155,155,95.68,100.0
DUF7549,D4GVL1,162,154,154,95.06,100.0
DUF7549,A0A1H3D733,164,156,156,95.12,100.0
DUF7549,A0A1H5YE45,164,157,157,95.73,100.0
DUF7549,A0A830EN13,164,156,156,95.12,100.0
DUF7549,A0A1I2NFY8,164,157,157,95.73,100.0
DUF7549,A0A1I6GUV1,164,156,156,95.12,100.0
DUF7549,A0A2I8VHF9,163,156,156,95.71,100.0
DUF7549,A0A1H3W2X2,163,156,156,95.71,100.0
DUF7549,A0A6B9F6T6,163,156,156,95.71,100.0
DUF7549,A0A1Q1FET0,176,169,169,96.02,100.0
DUF7549,A0A5N5U4Y9,163,156,156,95.71,100.0
DUF7549,A0A9E7R6V4,162,155,155,95.68,100.0
DUF7549,A0A554MWI7,162,157,157,96.91,100.0
