domain_number,accession,len_pfam,len_chainsaw,len_overlap,percent_overlap_pfam,percent_overlap_chainsaw
2EXR,W9C8H9,103,137,103,100.0,75.18
2EXR,A0A194XWY0,100,309,98,98.0,31.72
2EXR,S3DD80,83,193,81,97.59,41.97
2EXR,A0A1E1KL24,83,327,83,100.0,25.38
2EXR,W9C7P7,96,122,96,100.0,78.69
2EXR,W9CAK9,107,172,105,98.13,61.05
2EXR,A0A094HQF1,78,294,78,100.0,26.53
2EXR,K1W6I0,98,241,83,84.69,34.44
2EXR,A0A1E1LGL9,98,267,80,81.63,29.96
2EXR,W9CKZ7,101,310,101,100.0,32.58
2EXR,G2XU04,100,139,100,100.0,71.94
2EXR,S3E6D9,106,384,106,100.0,27.6
2EXR,A0A2P5I0J3,105,140,103,98.1,73.57
2EXR,A0A132BAJ3,134,308,127,94.78,41.23
2EXR,B2APL2,88,277,86,97.73,31.05
2EXR,A0A194XUC4,83,280,83,100.0,29.64
2EXR,G2Y507,88,252,81,92.05,32.14
2EXR,A0A0A1TDD6,105,329,105,100.0,31.91
2EXR,A0A179FZC9,106,323,104,98.11,32.2
2EXR,A0A2P4ZND0,95,225,93,97.89,41.33
2EXR,K1X6U9,92,196,85,92.39,43.37
2EXR,K1XFK0,79,208,77,97.47,37.02
2EXR,A0A179FTN1,132,195,125,94.7,64.1
2EXR,S3DE74,118,316,116,98.31,36.71
2EXR,A0A094C8K5,82,241,82,100.0,34.02
2EXR,A0A1L7X588,79,244,77,97.47,31.56
2EXR,A0A1E1LN19,130,305,128,98.46,41.97
2EXR,A7ER61,140,338,138,98.57,40.83
2EXR,K1X403,89,262,87,97.75,33.21
2EXR,W9CKE8,129,341,127,98.45,37.24
2EXR,A0A1E1JZX7,118,239,118,100.0,49.37
2EXR,K1W6T6,91,315,91,100.0,28.89
2EXR,A0A1E1LGI6,104,305,104,100.0,34.1
2EXR,S3CNA8,109,206,102,93.58,49.51
2EXR,A0A2P5I8D1,107,323,107,100.0,33.13
2EXR,W3X4J2,101,235,99,98.02,42.13
2EXR,J3NV24,129,223,122,94.57,54.71
2EXR,G2YD93,103,265,101,98.06,38.11
2EXR,S3D4H6,107,117,100,93.46,85.47
2EXR,A0A1L7WFU1,80,205,78,97.5,38.05
2EXR,A0A1L7WFU3,86,81,79,91.86,97.53
2EXR,A0A1L7XK71,95,212,95,100.0,44.81
2EXR,A0A1L7WSB2,75,298,73,97.33,24.5
2EXR,L2G668,88,191,88,100.0,46.07
2EXR,W9C5N4,93,245,92,98.92,37.55
2EXR,A0A194X393,115,253,103,89.57,40.71
2EXR,A0A1L7XGQ5,113,251,106,93.81,42.23
ATS3,Q94E65,133,144,130,97.74,90.28
ATS3,Q65XR8,125,114,114,91.2,100.0
ATS3,Q9LVB5,125,111,111,88.8,100.0
ATS3,A5AKT6,143,142,132,92.31,92.96
RTP1_C1,Q6CCN6,104,226,104,100.0,46.02
RTP1_C1,B4I5N0,109,887,109,100.0,12.29
RTP1_C1,B4MZQ4,109,893,109,100.0,12.21
RTP1_C1,B4JBX9,110,250,110,100.0,44.0
RTP1_C1,B4LSJ4,109,886,109,100.0,12.3
RTP1_C1,F4P9L1,110,248,110,100.0,44.35
RTP1_C1,I1BWT7,111,662,111,100.0,16.77
RTP1_C1,I4Y8W5,125,802,125,100.0,15.59
RTP1_C1,R9AD22,125,406,125,100.0,30.79
RTP1_C1,M5EB76,136,373,136,100.0,36.46
RTP1_C1,A8PXD8,137,389,137,100.0,35.22
RTP1_C1,Q5KQ11,117,377,117,100.0,31.03
RTP1_C1,K1VYU9,112,258,112,100.0,43.41
RTP1_C1,F4RNB3,133,166,133,100.0,80.12
RTP1_C1,E3KFM6,128,379,128,100.0,33.77
RTP1_C1,U5HHC3,126,276,126,100.0,45.65
RTP1_C1,G4T5D0,126,549,126,100.0,22.95
RTP1_C1,A8NXE4,126,519,126,100.0,24.28
RTP1_C1,B0CY80,125,326,125,100.0,38.34
RTP1_C1,F8QFB0,125,144,125,100.0,86.81
RTP1_C1,K5WK46,128,414,128,100.0,30.92
RTP1_C1,S8EJY4,133,267,133,100.0,49.81
RTP1_C1,D8PP29,131,520,131,100.0,25.19
RTP1_C1,V2X1A3,123,988,123,100.0,12.45
RTP1_C1,M7NVI0,108,921,108,100.0,11.73
RTP1_C1,L0PFR3,108,610,108,100.0,17.7
RTP1_C1,B6K0D5,107,759,107,100.0,14.1
RTP1_C1,S9X0Y8,107,746,107,100.0,14.34
RTP1_C1,D5GJ74,113,306,113,100.0,36.93
RTP1_C1,E9CYV2,115,402,115,100.0,28.61
RTP1_C1,F2T0D2,115,361,115,100.0,31.86
RTP1_C1,C5FK62,114,363,114,100.0,31.4
RTP1_C1,V5FM36,115,363,115,100.0,31.68
RTP1_C1,A1CTT5,115,615,98,85.22,15.93
RTP1_C1,K9GY12,115,367,111,96.52,30.25
RTP1_C1,B6Q7Q6,116,385,116,100.0,30.13
RTP1_C1,K2RXR8,111,366,111,100.0,30.33
RTP1_C1,M2RT24,130,358,130,100.0,36.31
RTP1_C1,E3S0R4,130,162,130,100.0,80.25
RTP1_C1,A0A7U2F6Y6,130,495,130,100.0,26.26
RTP1_C1,E4ZM16,130,346,128,98.46,36.99
RTP1_C1,Q2GP20,111,328,111,100.0,33.84
RTP1_C1,M7SZ80,111,329,111,100.0,33.74
RTP1_C1,S0ECC3,109,325,109,100.0,33.54
RTP1_C1,G1XII2,109,463,109,100.0,23.54
RTP1_C1,K0KPZ0,107,248,107,100.0,43.15
RTP1_C1,Q6CRI1,109,268,109,100.0,40.67
RTP1_C1,C5E288,109,255,109,100.0,42.75
RTP1_C1,G8JNI5,111,277,111,100.0,40.07
RTP1_C1,Q755H0,109,251,109,100.0,43.43
RTP1_C1,H2AP48,108,270,108,100.0,40.0
RTP1_C1,G0WFW0,109,237,109,100.0,45.99
RTP1_C1,G0VEH8,109,264,109,100.0,41.29
RTP1_C1,G8BWE6,108,257,108,100.0,42.02
RTP1_C1,Q6FLU8,108,263,108,100.0,41.06
RTP1_C1,A7TE50,109,244,109,100.0,44.67
RTP1_C1,I2H6U8,107,264,107,100.0,40.53
RTP1_C1,G8ZN17,109,257,109,100.0,42.41
RTP1_C1,J7RZZ9,112,262,112,100.0,42.75
RTP1_C1,C4QXJ3,107,892,107,100.0,12.0
RTP1_C1,G8Y6V6,109,951,109,100.0,11.46
RTP1_C1,M3J6K1,107,243,107,100.0,44.03
RTP1_C1,G3AUY0,105,252,105,100.0,41.67
RTP1_C1,G3AY07,109,941,109,100.0,11.58
RTP1_C1,Q6BSA3,109,953,109,100.0,11.44
RTP1_C1,A5E608,107,241,107,100.0,44.4
RTP1_C1,A0A1D8PRI9,107,926,107,100.0,11.56
RTP1_C1,G8BKL2,107,916,107,100.0,11.68
RTP1_C1,A3LPD7,109,938,109,100.0,11.62
RTP1_C1,C5MCR1,111,888,111,100.0,12.5
RTP1_C1,A5DN20,113,851,113,100.0,13.28
RTP1_C1,C4XYH3,107,351,107,100.0,30.48
RTP1_C1,W1Q8K8,106,251,106,100.0,42.23
RTP1_C1,F6QBJ5,115,252,115,100.0,45.63
RTP1_C1,H0ZCJ2,115,245,115,100.0,46.94
RTP1_C1,H0X002,111,196,111,100.0,56.63
RTP1_C1,G3WCW0,108,244,108,100.0,44.26
RTP1_C1,F6TMC8,111,244,111,100.0,45.49
RTP1_C1,H9G717,115,245,115,100.0,46.94
RTP1_C1,H3AEV0,111,244,111,100.0,45.49
RTP1_C1,W5M372,115,245,115,100.0,46.94
RTP1_C1,W5K8A4,117,247,117,100.0,47.37
RTP1_C1,H3CNZ9,117,248,117,100.0,47.18
RTP1_C1,M3ZVC7,117,247,117,100.0,47.37
RTP1_C1,T1HXH9,108,190,61,56.48,32.11
RTP1_C1,E0VEY9,111,247,111,100.0,44.94
RTP1_C1,D6WL57,113,215,86,76.11,40.0
RTP1_C1,E9GD13,134,949,134,100.0,14.12
RTP1_C1,A7S0G0,114,183,114,100.0,62.3
RTP1_C1,E2BKL9,116,857,116,100.0,13.54
RTP1_C1,T1EGX0,125,255,125,100.0,49.02
RTP1_C1,B7QM98,109,111,109,100.0,98.2
RTP1_C1,M4BN11,114,497,114,100.0,22.94
RTP1_C1,D0MTC1,114,1003,114,100.0,11.37
RTP1_C1,T1JSL5,109,242,109,100.0,45.04
RTP1_C1,Q22528,109,263,109,100.0,41.44
RTP1_C1,E3LS00,116,259,116,100.0,44.79
RTP1_C1,G0MKH5,116,253,116,100.0,45.85
RTP1_C1,D2VN55,111,272,111,100.0,40.81
RTP1_C1,D3BLW1,111,234,111,100.0,47.44
RTP1_C1,F4QED3,116,254,116,100.0,45.67
RTP1_C1,Q54Y12,109,447,109,100.0,24.38
RTP1_C1,F2U7L8,109,287,109,100.0,37.98
RTP1_C1,B3RIP3,118,214,118,100.0,55.14
RTP1_C1,A2D8B0,109,744,109,100.0,14.65
Ies1_C,A0A1G4M866,53,85,46,86.79,54.12
Ies1_C,A0A1G4IPK5,53,84,48,90.57,57.14
Ies1_C,G8C212,70,87,51,72.86,58.62
Ies1_C,A7TJR4,61,107,40,65.57,37.38
Ies1_C,A0A1G4K2Y9,57,75,39,68.42,52.0
Ies1_C,C5DBI1,53,79,43,81.13,54.43
APEH_N,A0A2K1ZI57,482,446,446,92.53,100.0
APEH_N,A0A067KVQ6,483,447,447,92.55,100.0
APEH_N,A0A1S3BML9,482,446,446,92.53,100.0
APEH_N,A0A1J7H497,478,457,457,95.61,100.0
APEH_N,A0A1J7HMT1,481,450,450,93.56,100.0
APEH_N,G7JWI6,481,455,455,94.59,100.0
APEH_N,A0A1S2Y3L8,480,444,444,92.5,100.0
APEH_N,V7BLK2,483,448,448,92.75,100.0
APEH_N,A0A0R0HYJ0,487,449,449,92.2,100.0
APEH_N,A0A2I4EGW1,483,447,447,92.55,100.0
APEH_N,A0A251QRL4,483,453,453,93.79,100.0
APEH_N,D7T777,484,448,448,92.56,100.0
APEH_N,I1I402,484,449,449,92.77,100.0
APEH_N,C5X1L7,489,465,465,95.09,100.0
APEH_N,W1P1D4,486,459,459,94.44,100.0
APEH_N,I0YQL3,464,455,443,95.47,97.36
APEH_N,D8S4K3,466,437,437,93.78,100.0
APEH_N,A9SN79,493,463,463,93.91,100.0
APEH_N,A0A2G9HUW5,480,454,454,94.58,100.0
APEH_N,A0A022QYL4,479,444,444,92.69,100.0
APEH_N,A0A251T0F0,483,446,446,92.34,100.0
APEH_N,A0A1U7W8W0,480,445,445,92.71,100.0
APEH_N,A0A1S3Z362,479,442,442,92.28,100.0
APEH_N,A0A1Q3BNP3,481,445,445,92.52,100.0
APEH_N,A0A1U8LQ53,481,445,445,92.52,100.0
APEH_N,V4U269,481,445,445,92.52,100.0
SRCR,A7SVD1,95,97,93,97.89,95.88
SRCR,A7RL18,98,102,97,98.98,95.1
SRCR,A7SH72,104,108,103,99.04,95.37
SRCR,A7SVD1,97,100,96,98.97,96.0
SRCR,A7TBL5,97,100,96,98.97,96.0
SRCR,A7RVH2,98,100,96,97.96,96.0
SRCR,A7SDU8,98,101,97,98.98,96.04
SRCR,A7TAJ1,97,101,96,98.97,95.05
SRCR,A7SZ47,95,99,94,98.95,94.95
SRCR,A7APG6,108,114,107,99.07,93.86
SRCR,V4ZDR3,111,118,110,99.1,93.22
SRCR,Q5CU06,105,110,104,99.05,94.55
SRCR,A7APG6,108,113,107,99.07,94.69
SRCR,A7S1K7,99,108,99,100.0,91.67
SRCR,A7SUJ5,99,103,98,98.99,95.15
SRCR,A7SUJ5,98,102,97,98.98,95.1
SRCR,A7SUJ5,97,101,96,98.97,95.05
SRCR,A7TC11,96,98,94,97.92,95.92
SRCR,A7SVD1,93,97,92,98.92,94.85
SRCR,A7RZ81,95,99,94,98.95,94.95
SRCR,A7S8W0,99,103,98,98.99,95.15
SRCR,Q7QBA0,114,125,113,99.12,90.4
SRCR,A7SUV6,96,153,96,100.0,62.75
SRCR,A7SEY1,96,99,95,98.96,95.96
SRCR,Q8CGY7,97,99,95,97.94,95.96
SRCR,H3DFY0,96,100,96,100.0,96.0
SRCR,W5P0J3,96,103,94,97.92,91.26
SRCR,Q8CGY7,97,101,95,97.94,94.06
SRCR,F6UFK6,107,110,106,99.07,96.36
SRCR,G5E973,93,105,93,100.0,88.57
SRCR,H3CF36,98,101,96,97.96,95.05
SRCR,W5Q3P2,99,109,99,100.0,90.83
SRCR,A7SUV4,99,101,97,97.98,96.04
SRCR,A7T8A2,97,100,95,97.94,95.0
SRCR,H3C5W0,111,129,111,100.0,86.05
ITI_HC_C,F6ULF0,184,230,184,100.0,80.0
ITI_HC_C,L8Y275,187,233,187,100.0,80.26
ITI_HC_C,F7AE68,188,234,188,100.0,80.34
ITI_HC_C,L7N1H6,187,233,187,100.0,80.26
ITI_HC_C,G3VQ68,187,233,187,100.0,80.26
ITI_HC_C,G1PCZ3,187,241,187,100.0,77.59
ITI_HC_C,K7E8F2,187,233,187,100.0,80.26
ITI_HC_C,G1KH79,188,232,188,100.0,81.03
ITI_HC_C,A0A803T9A6,188,233,188,100.0,80.69
ITI_HC_C,H3A4G6,188,161,129,68.62,80.12
ITI_HC_C,W5NB30,187,231,187,100.0,80.95
ITI_HC_C,E7FCH6,187,239,187,100.0,78.24
ITI_HC_C,I3KWY5,187,233,187,100.0,80.26
ITI_HC_C,G3P4Z3,187,239,187,100.0,78.24
ITI_HC_C,H3D0L7,183,225,183,100.0,81.33
ITI_HC_C,H2LUE1,187,230,187,100.0,81.3
ITI_HC_C,H3C6N1,187,157,128,68.45,81.53
ITI_HC_C,F6QW56,185,234,185,100.0,79.06
ITI_HC_C,H2ZPD1,183,237,183,100.0,77.22
ITI_HC_C,G1KLL3,186,231,186,100.0,80.52
ITI_HC_C,F6PM26,184,228,184,100.0,80.7
ITI_HC_C,G3H7S9,181,292,181,100.0,61.99
ITI_HC_C,H3AK19,194,238,194,100.0,81.51
ITI_HC_C,H3ARB8,179,230,179,100.0,77.83
ITI_HC_C,F7A9Q5,194,168,129,66.49,76.79
ITI_HC_C,L5L0I7,194,161,128,65.98,79.5
ITI_HC_C,F6PLU2,188,239,188,100.0,78.66
ITI_HC_C,F7DLX6,196,246,196,100.0,79.67
ITI_HC_C,H0YV31,195,246,195,100.0,79.27
ITI_HC_C,G1KDB4,196,247,196,100.0,79.35
ITI_HC_C,W5KEN7,199,252,199,100.0,78.97
ITI_HC_C,I3KN78,182,168,129,70.88,76.79
ITI_HC_C,H3D524,174,227,174,100.0,76.65
ITI_HC_C,G3Q9J2,182,235,182,100.0,77.45
ITI_HC_C,M3ZLC1,185,238,185,100.0,77.73
ITI_HC_C,W5NF87,197,248,197,100.0,79.44
ITI_HC_C,Q496Y6,186,219,186,100.0,84.93
ITI_HC_C,W5NF90,186,232,186,100.0,80.17
ITI_HC_C,H3C9B7,186,134,126,67.74,94.03
ITI_HC_C,H2MRT2,186,230,186,100.0,80.87
ITI_HC_C,G3Q9J7,186,232,186,100.0,80.17
ITI_HC_C,M3ZLE1,186,232,186,100.0,80.17
ITI_HC_C,W5KEP0,186,232,186,100.0,80.17
ITI_HC_C,Q5RH29,186,240,186,100.0,77.5
ITI_HC_C,G1KD40,186,230,186,100.0,80.87
ITI_HC_C,U3ILX4,186,230,186,100.0,80.87
ITI_HC_C,M3YY57,186,229,186,100.0,81.22
ITI_HC_C,F6PWM0,186,230,186,100.0,80.87
ITI_HC_C,G3X0I3,186,231,186,100.0,80.52
ITI_HC_C,M3XHR2,187,216,184,98.4,85.19
Fer4_21,Q5NH25,54,62,54,100.0,87.1
Fer4_21,Q603I3,54,58,54,100.0,93.1
Fer4_21,D3RX48,57,65,57,100.0,87.69
Fer4_21,C4LX69,58,81,58,100.0,71.6
Fer4_21,A2E0R3,56,60,56,100.0,93.33
Fer4_21,F0ZEL9,58,71,58,100.0,81.69
Fer4_21,D6WGB0,58,75,58,100.0,77.33
Fer4_21,E0VSW7,58,77,58,100.0,75.32
Fer4_21,D2V5Y1,59,79,59,100.0,74.68
Fer4_21,D7CUR2,72,119,72,100.0,60.5
Fer4_21,Q5L029,62,96,62,100.0,64.58
Fer4_21,Q5WBE7,62,93,62,100.0,66.67
Fer4_21,C0ZEK5,63,95,63,100.0,66.32
Fer4_21,A9HG41,61,85,61,100.0,71.76
Fer4_21,Q28NT3,58,85,58,100.0,68.24
Fer4_21,D5AMI2,57,92,57,100.0,61.96
Fer4_21,Q63VZ1,54,67,54,100.0,80.6
Fer4_21,A6VQ41,54,63,54,100.0,85.71
Fer4_21,F2K0P3,54,58,54,100.0,93.1
Fer4_21,Q5ZRK0,54,58,54,100.0,93.1
Fer4_21,Q3JBW9,54,58,54,100.0,93.1
Fer4_21,C1D6V7,54,58,54,100.0,93.1
Fer4_21,D7DM43,54,58,54,100.0,93.1
Fer4_21,Q82ST2,54,58,54,100.0,93.1
Uteroglobin,I3M7D7,89,85,84,94.38,98.82
Uteroglobin,H0X9W9,89,85,84,94.38,98.82
Uteroglobin,L8Y501,89,100,89,100.0,89.0
Uteroglobin,Q9GK62,89,91,89,100.0,97.8
Uteroglobin,G3I076,89,94,89,100.0,94.68
Uteroglobin,J3KMP9,91,93,91,100.0,97.85
Uteroglobin,M3YRD7,89,93,89,100.0,95.7
Uteroglobin,M3X5D6,89,84,84,94.38,100.0
Uteroglobin,A0A8I3NER3,94,93,93,98.94,100.0
Uteroglobin,G3VBG2,92,66,66,71.74,100.0
Uteroglobin,D2XZ41,91,87,86,94.51,98.85
Uteroglobin,O35176,92,86,86,93.48,100.0
Uteroglobin,J3QJY4,92,88,87,94.57,98.86
Uteroglobin,G3V9B4,91,87,86,94.51,98.85
Uteroglobin,Q91WB5,91,85,85,93.41,100.0
Uteroglobin,A2BH64,91,86,86,94.51,100.0
Uteroglobin,I3N9F3,91,85,85,93.41,100.0
Uteroglobin,G1U0C2,91,85,85,93.41,100.0
Uteroglobin,G1QAY2,93,87,87,93.55,100.0
Uteroglobin,G3X7J8,88,78,78,88.64,100.0
Uteroglobin,W5P3B2,92,86,86,93.48,100.0
Uteroglobin,M3Y7T1,91,85,85,93.41,100.0
Uteroglobin,A0A8I3RT99,85,62,62,72.94,100.0
Uteroglobin,M3YRE6,88,87,87,98.86,100.0
Uteroglobin,G5E7C8,87,88,87,100.0,98.86
Uteroglobin,G3TH86,87,85,85,97.7,100.0
Uteroglobin,G1T9Y9,87,92,87,100.0,94.57
Uteroglobin,A0A9L0RZN3,87,88,87,100.0,98.86
Uteroglobin,W5PZD0,87,86,84,96.55,97.67
Uteroglobin,F1RPW6,88,94,88,100.0,93.62
Uteroglobin,M3YRD4,87,86,86,98.85,100.0
Uteroglobin,A0A8I3N928,88,88,88,100.0,100.0
Uteroglobin,G1SDB8,88,85,84,95.45,98.82
Uteroglobin,Q9GK67,87,86,86,98.85,100.0
Uteroglobin,Q9GK65,87,86,85,97.7,98.84
Uteroglobin,F7HX10,87,88,87,100.0,98.86
Uteroglobin,L9JSA1,87,86,86,98.85,100.0
Uteroglobin,M0R9A3,89,91,89,100.0,97.8
Uteroglobin,F6YRI9,91,91,90,98.9,98.9
Uteroglobin,D6C4M6,89,89,88,98.88,98.88
Uteroglobin,A0A4X1VM49,89,83,83,93.26,100.0
Uteroglobin,G3U8F5,89,85,84,94.38,98.82
Uteroglobin,I3MES7,89,85,84,94.38,98.82
Uteroglobin,G9KMK8,89,84,83,93.26,98.81
Uteroglobin,G1QTG9,89,85,84,94.38,98.82
Uteroglobin,H0VSI6,93,87,87,93.55,100.0
Uteroglobin,W5PHG2,93,88,88,94.62,100.0
Uteroglobin,G1TL67,89,85,84,94.38,98.82
Uteroglobin,G1SNE0,89,85,84,94.38,98.82
Uteroglobin,F6SN30,89,85,84,94.38,98.82
Uteroglobin,A0A4W2DNS7,90,86,85,94.44,98.84
Uteroglobin,L7N1B8,89,85,84,94.38,98.82
Uteroglobin,L7N195,89,84,84,94.38,100.0
Uteroglobin,L7N1F3,89,85,84,94.38,98.82
Uteroglobin,F6WF42,89,89,84,94.38,94.38
Uteroglobin,F7HX07,89,90,89,100.0,98.89
SEN1_N,U7PWJ0,806,527,437,54.22,82.92
WHD_ORC2,L8GB30,62,144,62,100.0,43.06
WHD_ORC2,K2RTH3,62,151,62,100.0,41.06
WHD_ORC2,M2SZ18,62,143,62,100.0,43.36
WHD_ORC2,A0A7U2F9M0,62,141,62,100.0,43.97
WHD_ORC2,E5AAT5,62,149,62,100.0,41.61
WHD_ORC2,R7YVN8,62,142,62,100.0,43.66
WHD_ORC2,M2LRD2,61,102,61,100.0,59.8
WHD_ORC2,M2XJW7,62,135,62,100.0,45.93
WHD_ORC2,M2ZR82,62,114,62,100.0,54.39
WHD_ORC2,N1QG09,62,142,62,100.0,43.66
WHD_ORC2,K1W8H7,62,140,62,100.0,44.29
WHD_ORC2,S3DGF2,62,143,62,100.0,43.36
WHD_ORC2,N1JB69,62,137,62,100.0,45.26
WHD_ORC2,S9VZ95,62,121,62,100.0,51.24
WHD_ORC2,B6K177,62,114,62,100.0,54.39
WHD_ORC2,F4NUA8,62,147,62,100.0,42.18
WHD_ORC2,A7S1C7,62,108,62,100.0,57.41
WHD_ORC2,G3RDW3,62,102,62,100.0,60.78
WHD_ORC2,F7FHI9,62,102,62,100.0,60.78
WHD_ORC2,W5LNM5,62,102,62,100.0,60.78
WHD_ORC2,H3CR48,62,103,62,100.0,60.19
WHD_ORC2,H3B312,62,100,62,100.0,62.0
WHD_ORC2,H9G5U8,62,101,62,100.0,61.39
WHD_ORC2,B7PMS7,62,107,62,100.0,57.94
WHD_ORC2,T1KN19,62,136,62,100.0,45.59
WHD_ORC2,E9G1H1,62,102,62,100.0,60.78
WHD_ORC2,F2UGP0,61,98,61,100.0,62.24
WHD_ORC2,D8RP76,60,104,60,100.0,57.69
WHD_ORC2,C1MZU7,60,103,60,100.0,58.25
WHD_ORC2,I1H8W9,60,100,60,100.0,60.0
WHD_ORC2,C5WUX0,60,100,60,100.0,60.0
WHD_ORC2,I1M8L4,59,104,59,100.0,56.73
WHD_ORC2,U5GMP7,60,102,60,100.0,58.82
WHD_ORC2,W1NQP3,60,101,60,100.0,59.41
WHD_ORC2,M4CLU7,60,105,60,100.0,57.14
WHD_ORC2,M1CKH1,60,100,60,100.0,60.0
WHD_ORC2,A0A7M7QZV8,62,108,62,100.0,57.41
WHD_ORC2,F4WTE7,62,104,62,100.0,59.62
WHD_ORC2,A0A212FA01,61,106,61,100.0,57.55
WHD_ORC2,W5JV80,62,107,62,100.0,57.94
WHD_ORC2,Q7QFG6,62,106,62,100.0,58.49
WHD_ORC2,B4G4S1,62,103,62,100.0,60.19
WHD_ORC2,A0A8R1W9Z6,59,98,59,100.0,60.2
WHD_ORC2,S2JJN8,62,106,62,100.0,58.49
WHD_ORC2,F0ZBP8,58,99,58,100.0,58.59
WHD_ORC2,F4PJG0,61,155,61,100.0,39.35
WHD_ORC2,I7MJ06,61,115,61,100.0,53.04
WHD_ORC2,G4T8K1,59,109,59,100.0,54.13
WHD_ORC2,R9AB80,69,132,69,100.0,52.27
WHD_ORC2,Q5K9N9,77,131,77,100.0,58.78
WHD_ORC2,K1W2D2,65,110,65,100.0,59.09
WHD_ORC2,S8E057,68,134,68,100.0,50.75
WHD_ORC2,M2R7K7,63,129,63,100.0,48.84
WHD_ORC2,K5VSN2,62,127,62,100.0,48.82
WHD_ORC2,V2YWI9,62,127,62,100.0,48.82
WHD_ORC2,K5WMH1,64,116,64,100.0,55.17
WHD_ORC2,B0DTH2,63,123,63,100.0,51.22
WHD_ORC2,D8QDU5,59,106,59,100.0,55.66
WHD_ORC2,A8PCB8,61,108,61,100.0,56.48
WHD_ORC2,V5E5Z8,58,111,58,100.0,52.25
WHD_ORC2,M9MAU5,58,116,58,100.0,50.0
WHD_ORC2,A0A0D1C6C8,58,116,58,100.0,50.0
WHD_ORC2,B6ACQ6,57,105,57,100.0,54.29
WHD_ORC2,Q8IC17,62,98,62,100.0,63.27
WHD_ORC2,B9QCA0,61,98,61,100.0,62.24
WHD_ORC2,J7RBB3,62,115,62,100.0,53.91
WHD_ORC2,G0W509,62,118,62,100.0,52.54
WHD_ORC2,G0VJZ4,62,117,62,100.0,52.99
WHD_ORC2,I2H4L4,62,117,62,100.0,52.99
WHD_ORC2,Q6FRA2,62,119,62,100.0,52.1
WHD_ORC2,H2ARN9,62,129,62,100.0,48.06
WHD_ORC2,C5DE91,62,111,62,100.0,55.86
WHD_ORC2,G8JNT7,62,115,62,100.0,53.91
WHD_ORC2,Q750C7,62,112,62,100.0,55.36
WHD_ORC2,Q6CJH6,62,119,62,100.0,52.1
WHD_ORC2,G8ZTJ1,62,124,62,100.0,50.0
WHD_ORC2,G8C0H3,62,110,62,100.0,56.36
WHD_ORC2,A7TTD2,62,127,62,100.0,48.82
WHD_ORC2,A3LW95,62,110,62,100.0,56.36
WHD_ORC2,G3BCR5,61,122,61,100.0,50.0
WHD_ORC2,C5M564,62,123,62,100.0,50.41
WHD_ORC2,M3JB88,62,112,62,100.0,55.36
WHD_ORC2,G8BK12,62,121,62,100.0,51.24
WHD_ORC2,A5E6I5,62,112,62,100.0,55.36
WHD_ORC2,Q5A5P1,62,113,62,100.0,54.87
WHD_ORC2,A5DDP5,62,113,62,100.0,54.87
WHD_ORC2,Q6BMC7,62,114,62,100.0,54.39
WHD_ORC2,W1QL80,62,115,62,100.0,53.91
WHD_ORC2,C4Y9I5,62,114,62,100.0,54.39
WHD_ORC2,G8YD54,62,126,62,100.0,49.21
WHD_ORC2,C4R615,62,110,62,100.0,56.36
WHD_ORC2,K0KSJ2,62,119,62,100.0,52.1
WHD_ORC2,Q6C865,62,122,62,100.0,50.82
WHD_ORC2,H6BZB5,62,156,62,100.0,39.74
WHD_ORC2,F2SYZ5,62,143,62,100.0,43.36
WHD_ORC2,C0NE01,62,134,62,100.0,46.27
WHD_ORC2,C4JMY5,62,135,62,100.0,45.93
WHD_ORC2,E9CTQ5,62,134,62,100.0,46.27
WHD_ORC2,S8B6T7,62,129,62,100.0,48.06
WHD_ORC2,B6HQD3,62,129,62,100.0,48.06
WHD_ORC2,V5G956,62,135,62,100.0,45.93
WHD_ORC2,Q0CDB8,62,140,62,100.0,44.29
WHD_ORC2,Q5AVF7,62,133,62,100.0,46.62
WHD_ORC2,B8M9V8,62,140,62,100.0,44.29
WHD_ORC2,D5GAC2,62,117,62,100.0,52.99
WHD_ORC2,G1XUN2,62,110,62,100.0,56.36
WHD_ORC2,J4USR2,58,105,58,100.0,55.24
WHD_ORC2,I1RPZ0,57,111,57,100.0,51.35
WHD_ORC2,G4N1T7,62,119,62,100.0,52.1
WHD_ORC2,Q1K711,62,133,62,100.0,46.62
WHD_ORC2,B2B6T2,59,118,59,100.0,50.0
WHD_ORC2,G2Q8V9,60,121,60,100.0,49.59
WHD_ORC2,G0SG54,58,104,58,100.0,55.77
WHD_ORC2,G0RHC8,56,107,56,100.0,52.34
WHD_ORC2,M7SDQ2,59,114,59,100.0,51.75
WHD_ORC2,N4V3T5,62,123,62,100.0,50.41
WHD_ORC2,L2GF15,62,124,62,100.0,50.0
WHD_ORC2,G2WU37,57,111,57,100.0,51.35
WHD_ORC2,F0XEN4,62,149,62,100.0,41.61
WHD_ORC2,U7Q673,62,146,62,100.0,42.47
WHD_ORC2,S3C9U8,62,154,62,100.0,40.26
HOOK_N,I3JN47,144,148,144,100.0,97.3
HOOK_N,F6VBN6,145,154,145,100.0,94.16
HOOK_N,H9G7K4,145,149,145,100.0,97.32
HOOK_N,H3AC46,145,144,141,97.24,97.92
HOOK_N,H2QW41,145,156,145,100.0,92.95
HOOK_N,I3J3C3,145,150,145,100.0,96.67
HOOK_N,E2B3T6,145,157,145,100.0,92.36
